ic_name,rhat,dhat,tau,alpha,loss,h0_loss,h1_loss,h0_distance,h1_distance
Many clusters,0.6,0.000144,0.6,0.00024,0.44043268251251827,0.5631257927512535,0.317739572273783,0.13755468054727532,0.039564562723845634
Many clusters,0.6,0.000152,0.6,0.0002533333333333334,0.45607167167102547,0.5974894658791406,0.31465387746291035,0.14168953961880262,0.039371980454395626
Many clusters,0.85,0.000128,0.85,0.00015058823529411763,0.4573194273623478,0.2257482716833866,0.688890583041309,0.08709332674308934,0.05825669475795525
Many clusters,0.6,0.00016,0.6,0.0002666666666666667,0.47610156388925284,0.633388178626302,0.3188149491522036,0.14588399221235265,0.03963145851045687
Many clusters,0.6,9.6e-05,0.6,0.00016,0.4778354241278282,0.37705147837032676,0.5786193698853296,0.11255712375199536,0.053390894978424586
Many clusters,0.8,0.00016,0.8,0.0002,0.4830131407231854,0.13646178625828673,0.8295644951880841,0.06771395626442069,0.06392868850884446
Many clusters,0.6,0.000168,0.6,0.00028,0.49968654749093916,0.6717866440039915,0.32758645097788686,0.15024095842458146,0.0401729461280274
Many clusters,0.85,0.000136,0.85,0.00016,0.519075482794317,0.22892671149758012,0.8092242540910539,0.08770430222187492,0.06314008502374735
Many clusters,0.6,8.8e-05,0.6,0.00014666666666666666,0.5289838481288052,0.36441101120383423,0.6935566850537762,0.11065432886092295,0.05845365849674868
Many clusters,0.8,0.000168,0.8,0.00020999999999999998,0.5348150138937545,0.1510954682460636,0.9185345595414455,0.07125221705549077,0.06726954147606251
Many clusters,0.65,7.2e-05,0.65,0.00011076923076923077,0.5499164813469366,0.16576158072219369,0.9340713819716796,0.07463019949892645,0.06783608099996699
Many clusters,0.85,0.000144,0.85,0.00016941176470588237,0.5854974611405178,0.23205923227017727,0.9389356900108583,0.08830231476008342,0.06801248460086454
Many clusters,0.9,0.000104,0.9,0.00011555555555555554,0.6170004664447742,0.43523810683905845,0.7987628260504901,0.12093057533642682,0.0627306285787242
Many clusters,0.9,9.6e-05,0.9,0.00010666666666666667,0.6220603164483995,0.44775045765292526,0.7963701752438739,0.12265653220869273,0.06263660501421366
Many clusters,0.6,8e-05,0.6,0.00013333333333333334,0.6240788248748312,0.36222980913538383,0.8859278406142786,0.11032266804926931,0.06606476458519313
Many clusters,0.9,7.2e-05,0.9,8e-05,0.6309206674825687,0.5035365026295949,0.7583048323355424,0.1300732951404651,0.06112130646101599
Many clusters,0.9,0.000112,0.9,0.00012444444444444444,0.6316376537373252,0.4267541793368199,0.8365211281378305,0.11974614865302025,0.06419617822907615
Many clusters,0.55,0.000128,0.55,0.0002327272727272727,0.6443920203593403,0.796398672610107,0.49238536810857364,0.1635829088240415,0.04925193371226409
Many clusters,0.9,8.8e-05,0.9,9.777777777777777e-05,0.6506180998459123,0.4625880290775222,0.8386481706143025,0.12467226731028964,0.06427774299925208
Many clusters,0.55,0.00012,0.55,0.00021818181818181816,0.6508661062003132,0.7663294418666016,0.5354027705340249,0.16046503617931038,0.05135834543032355
Many clusters,0.85,0.000152,0.85,0.00017882352941176472,0.6514869873340728,0.23727663915524785,1.0656973355128978,0.08928945125105031,0.07245821930786867
Many clusters,0.55,0.000136,0.55,0.00024727272727272727,0.6517069422821602,0.8453587436549368,0.4580551409093836,0.16853619598287023,0.047503936285140214
Many clusters,0.9,0.00012,0.9,0.00013333333333333334,0.6584472869587208,0.4176565034420638,0.8992380704753777,0.11846288005144374,0.06655919479691544
Many clusters,0.55,0.000144,0.55,0.0002618181818181818,0.6586446865762606,0.886165076680151,0.43112429647237027,0.17255596553168556,0.04608631312306021
Many clusters,0.9,8e-05,0.9,8.888888888888889e-05,0.6602713179960467,0.4800676245229204,0.8404750114691728,0.12700589286524638,0.06434771353834702
Many clusters,0.55,0.000152,0.55,0.00027636363636363633,0.6699079082923352,0.9291522766791734,0.4106635399054969,0.17669168422872458,0.04497941369261517
Many clusters,0.55,0.000104,0.55,0.00018909090909090907,0.6714701727894713,0.6940791456903572,0.6488611998885854,0.1527134050316197,0.05653880428522197
Many clusters,0.55,0.000112,0.55,0.00020363636363636363,0.6796369540034857,0.7316874720051462,0.6275864360018253,0.15679617801027723,0.05560418648435541
Many clusters,0.55,0.00016,0.55,0.0002909090909090909,0.6861741480821247,0.9735720057195468,0.39877629044470264,0.1808659032452179,0.04432363618117463
Many clusters,0.55,0.000168,0.55,0.0003054545454545454,0.7032517880159508,1.0154743640433732,0.39102921198852825,0.18471711832908702,0.04389098407821287
Many clusters,0.85,0.00016,0.85,0.00018823529411764707,0.7113626735079914,0.244578595123297,1.1781467518926858,0.09065293840825994,0.07618516491930717
Many clusters,0.55,9.6e-05,0.55,0.00017454545454545454,0.726723455738133,0.6613557427899026,0.7920911686863635,0.1490699917039016,0.06246810081050579
Many clusters,0.9,0.000128,0.9,0.0001422222222222222,0.7311482023745687,0.4241321570553771,1.0381642476937603,0.11937771543152102,0.07151608817468091
Many clusters,0.6,7.2e-05,0.6,0.00012,0.7503703515716821,0.3755742902485661,1.125166412894798,0.11233642283430924,0.07445246767431486
Many clusters,0.55,8.8e-05,0.55,0.00015999999999999999,0.7787437685860734,0.6365963548964952,0.9208911822756516,0.14625298426937286,0.06735578068044294
Many clusters,0.85,0.000168,0.85,0.0001976470588235294,0.7933491130303274,0.2532313278666364,1.3334668981940183,0.09224256669840636,0.08105164554928482
Many clusters,0.9,0.000136,0.9,0.0001511111111111111,0.808714533084213,0.4250690715040623,1.1923599946643637,0.11950949629856349,0.0766433387150295
Many clusters,0.55,8e-05,0.55,0.00014545454545454546,0.8733982354699701,0.6239088950309616,1.1228875759089787,0.1447882274888383,0.07437703392991782
Many clusters,0.9,0.000144,0.9,0.00016,0.8890616498336485,0.42493840911899583,1.3531848905483013,0.11949112681809117,0.08164870234529982
Many clusters,0.95,9.6e-05,0.95,0.00010105263157894738,0.929422116904179,0.7345824762385379,1.1242617575698202,0.15710606269503022,0.07442253105140609
Many clusters,0.5,0.000128,0.5,0.000256,0.9376937829034471,1.1746658375083379,0.7007217282985562,0.19866887477119227,0.058754821220881506
Many clusters,0.95,0.000104,0.95,0.00010947368421052632,0.9387128245791998,0.7188156422466423,1.1586100069117573,0.15541088100778697,0.07555084993963171
Many clusters,0.5,0.000144,0.5,0.000288,0.9407546260695013,1.27374616887254,0.6077630832664627,0.20687790432873293,0.05471896512840273
Many clusters,0.5,0.000152,0.5,0.000304,0.9422823651401369,1.313001965603399,0.5715627646768747,0.2100416159683834,0.0530643294988689
Many clusters,0.5,0.000136,0.5,0.000272,0.9438072380271127,1.237119433048931,0.6504950430052946,0.20388180849940887,0.05660994234875825
Many clusters,0.95,8.8e-05,0.95,9.263157894736843e-05,0.9459075806538467,0.7514872695487058,1.1403278917589876,0.15890350499920827,0.07495240806808667
Many clusters,0.5,0.00016,0.5,0.00032,0.9498212511379991,1.3542108646845665,0.5454316375914317,0.2133122564004676,0.05183712177698892
Many clusters,0.5,0.00012,0.5,0.00024,0.9525847663100235,1.1455744623342818,0.7595950702857651,0.19619336885900815,0.061173282598619275
Many clusters,0.9,0.000152,0.9,0.00016888888888888889,0.9582037056168304,0.4266144364430015,1.4897929747906593,0.11972654129560785,0.08567096875800871
Many clusters,0.5,0.000168,0.5,0.000336,0.9602860384087262,1.3978320874462573,0.5227399893711949,0.2167205856100764,0.05074737461856771
Many clusters,0.95,8e-05,0.95,8.421052631578949e-05,0.9605975683992866,0.7693563830327879,1.1518387537657853,0.1607816360024082,0.07532975588465739
Many clusters,0.95,0.000112,0.95,0.00011789473684210527,0.9659177715183216,0.7068462672590122,1.2249892757776308,0.1541115353735418,0.07768494457392262
Many clusters,0.5,0.000112,0.5,0.000224,0.9877894610994378,1.1102239904800222,0.8653549317188534,0.19314255250555667,0.0652931849150909
Many clusters,0.95,7.2e-05,0.95,7.578947368421054e-05,0.9984713667538766,0.7921494008233745,1.2047933326843787,0.16314591793524724,0.07704190174663078
Many clusters,0.55,7.2e-05,0.55,0.0001309090909090909,0.9987850250097997,0.6276116458430854,1.369958404176514,0.14521723375439594,0.08215318539308188
Many clusters,0.95,0.00012,0.95,0.0001263157894736842,1.007175719848449,0.6946241629989511,1.3197272766979466,0.15277335144897092,0.08063299908652581
Many clusters,0.5,0.000104,0.5,0.000208,1.011959723284682,1.0728400249347856,0.9510794216345785,0.18986291594970572,0.06845089160370312
Many clusters,0.9,0.00016,0.9,0.00017777777777777779,1.0514814243598762,0.4301330125005784,1.6728298362191742,0.12021926007339391,0.090781342267726
Many clusters,0.5,9.6e-05,0.5,0.000192,1.0711975365455113,1.040423098519477,1.1019719745715457,0.18697246577099402,0.0736810814734764
Many clusters,0.95,0.000128,0.95,0.00013473684210526314,1.0942811061385864,0.6958302100450173,1.4927320022321555,0.15290592093848238,0.0857554319262972
Many clusters,0.5,8.8e-05,0.5,0.000176,1.1255067843387432,1.01585008737989,1.2351634812975965,0.1847512876375196,0.07800688544628118
Many clusters,0.9,0.000168,0.9,0.00018666666666666666,1.1261355385317777,0.4346115419304543,1.8176595351331013,0.12084349869596193,0.09462959609281062
Many clusters,0.95,0.000136,0.95,0.0001431578947368421,1.189241103927741,0.6949076620873844,1.6835745457680975,0.15280452419670093,0.09107242323927739
Many clusters,0.5,8e-05,0.5,0.00016,1.194931880951432,0.992443422565065,1.3974203393377989,0.18261041425186866,0.0829725135917991
Many clusters,0.45,0.00016,0.45,0.00035555555555555557,1.2658150737330927,1.7785763714691332,0.7530537759970521,0.24446062736645421,0.06090931454981845
Many clusters,0.45,0.000152,0.45,0.00033777777777777777,1.265967930003495,1.7401125952717458,0.7918232647352441,0.24180280696008172,0.062457535823160694
Many clusters,0.45,0.000168,0.45,0.0003733333333333333,1.26799045680803,1.8189829829576931,0.7169979306583668,0.2472219233521221,0.05943327579453798
Many clusters,0.45,0.000144,0.45,0.00032,1.27307914272857,1.7039471610916423,0.8422111243654975,0.23927687297855368,0.06441413863297404
Many clusters,0.95,0.000144,0.95,0.00015157894736842108,1.2734155693119429,0.6915940732072974,1.8552370654165882,0.15243977328137903,0.09560275841047579
Many clusters,0.45,0.000136,0.45,0.0003022222222222222,1.284265235739781,1.669398183270027,0.8991322882095352,0.23683867952902155,0.06655527982170308
Many clusters,0.45,0.000128,0.45,0.0002844444444444444,1.2878072975291859,1.611998724464918,0.9636158705934535,0.2327314148244972,0.0689005500426488
Many clusters,0.45,0.00012,0.45,0.0002666666666666667,1.3050172106646265,1.573346057315084,1.0366883640141689,0.22992425653505155,0.07146523544723357
Many clusters,1.0,8e-05,1.0,8e-05,1.3093251997086734,1.0996474273166243,1.5190029721007225,0.1922203634295016,0.0865067564763202
Many clusters,0.5,7.2e-05,0.5,0.000144,1.312617191039004,0.9845500434853129,1.640684338592695,0.18188277038412012,0.08990487325713702
Many clusters,1.0,8.8e-05,1.0,8.8e-05,1.3127572130798124,1.0849412359314647,1.5405731902281599,0.19093070262518105,0.08711880001848936
Many clusters,1.0,9.6e-05,1.0,9.6e-05,1.3133868941067823,1.069274932399173,1.5574988558143914,0.18954719221215358,0.08759606254808058
Many clusters,1.0,7.2e-05,1.0,7.2e-05,1.32836502569435,1.119115274322708,1.5376147770659923,0.1939144060816096,0.08703511127890044
Many clusters,1.0,0.000104,1.0,0.000104,1.3377522440457545,1.0527581407980653,1.6227463472934438,0.18807755354904768,0.08941204684858246
Many clusters,0.45,0.000112,0.45,0.0002488888888888889,1.345519743438653,1.5362561636011554,1.1547833232761506,0.22719798845697725,0.07542598121177936
Many clusters,0.45,0.000104,0.45,0.00023111111111111108,1.3757362850530477,1.5002019515877947,1.2512706185183007,0.22451611871837623,0.07851386200501248
Many clusters,1.0,0.000112,1.0,0.000112,1.3772152909181297,1.0340173433285715,1.7204132385076878,0.18639599401440907,0.09206342012884976
Many clusters,0.95,0.000152,0.95,0.00016,1.37773946712555,0.6905998198095981,2.064879114441502,0.15233015820471515,0.10085978374794072
Many clusters,1.0,0.00012,1.0,0.00012,1.435118671409382,1.020094603779551,1.8501427390392131,0.18513685754298348,0.09547140957643475
Many clusters,0.45,9.6e-05,0.45,0.00021333333333333333,1.4411098620611718,1.46941878565852,1.4128009384638238,0.2222007173362464,0.08342787931768124
Many clusters,0.95,0.00016,0.95,0.00016842105263157898,1.4660776524676908,0.6910281310287982,2.2411271739065834,0.15237738859837038,0.10507610543735048
Many clusters,0.45,8.8e-05,0.45,0.00019555555555555553,1.5016865586599333,1.4479517046129002,1.5554214127069665,0.22057165460796802,0.08753762380267224
Many clusters,1.0,0.000128,1.0,0.000128,1.5384357756831673,1.0174415721512964,2.059429979215038,0.1848959515964204,0.10072661331964902
Many clusters,0.95,0.000168,0.95,0.0001768421052631579,1.5537031279292939,0.6918581167712511,2.4155481390873366,0.15246887047978436,0.10908839832455632
Many clusters,0.45,8e-05,0.45,0.00017777777777777779,1.5775317353300666,1.4285028327270015,1.7265606379331317,0.21908528846182318,0.09222775446996818
Many clusters,0.4,0.00016,0.4,0.0004,1.6332571897806283,2.2502249511824943,1.0162894283787622,0.27497020076685674,0.07075863084648037
Many clusters,0.4,0.000168,0.4,0.00041999999999999996,1.634066505113824,2.2998409638902313,0.9682920463374163,0.2779851300944286,0.0690675258879847
Many clusters,0.4,0.000152,0.4,0.00038,1.6344241138639632,2.2027227856928917,1.0661254420350346,0.2720524146586069,0.07247277162050815
Many clusters,1.0,0.000136,1.0,0.000136,1.643289827654317,1.0149764792592983,2.271603176049336,0.1846718295844856,0.1057881324966294
Many clusters,0.4,0.000144,0.4,0.00035999999999999997,1.6433114780812652,2.1573910450707197,1.1292319110918108,0.26923846052253836,0.0745868537716621
Many clusters,0.4,0.000136,0.4,0.00033999999999999997,1.6567949282323262,2.114768690964828,1.1988211654998249,0.2665655971468698,0.07685071595943599
Many clusters,0.4,0.000128,0.4,0.00031999999999999997,1.6792548560293414,2.0824952887612476,1.276014423297435,0.26452375350146023,0.07928636521035508
Many clusters,0.45,7.2e-05,0.45,0.00016,1.701461910982787,1.4291752694665352,1.973748552499039,0.21913684721995663,0.09860901692113815
Many clusters,0.4,0.00012,0.4,0.0003,1.7068131967988387,2.051906791089259,1.3617196025084182,0.2625738530993059,0.08190578208174973
Many clusters,1.05,7.2e-05,1.05,6.857142857142857e-05,1.7206982353182785,1.4734105338192773,1.9679859368172796,0.22250232221441343,0.09846496076969039
Many clusters,1.05,8e-05,1.05,7.61904761904762e-05,1.7218828340748746,1.4561040655056907,1.9876616026440586,0.22119172217159702,0.09895595648948366
Many clusters,1.05,8.8e-05,1.05,8.38095238095238e-05,1.7441563096262085,1.4426294486227906,2.0456831706296263,0.2201659022754896,0.10038987259106866
Many clusters,0.4,0.000112,0.4,0.00028,1.7564924702729248,2.0220160212444496,1.4909689193014002,0.26065433907344066,0.0857047736002776
Many clusters,1.0,0.000144,1.0,0.000144,1.760950082382011,1.0084824763665479,2.513417688397474,0.1840800997015689,0.111276395767784
Many clusters,1.05,9.6e-05,1.05,9.142857142857143e-05,1.7635392461674528,1.4276541534146425,2.0994243389202634,0.21902019906479323,0.10169997139026266
Many clusters,0.4,0.000104,0.4,0.00026,1.7950376268124129,1.993323242420821,1.5967520112040046,0.258798364915811,0.08869302202555243
Many clusters,1.05,0.000104,1.05,9.904761904761904e-05,1.8048594142996337,1.4119678840084842,2.1977509445907835,0.21781363962397496,0.10405428146053679
Many clusters,1.0,0.000152,1.0,0.000152,1.860656926535631,1.004195409968813,2.7171184431024487,0.1836884200735701,0.11569777366915035
Many clusters,0.4,9.6e-05,0.4,0.00024,1.8608145339180635,1.9542605679402931,1.7673684998958337,0.25625001374032125,0.09331130687419592
Many clusters,1.05,0.000112,1.05,0.00010666666666666667,1.8826772224037,1.3939615952565891,2.371392849550811,0.21642033610194375,0.10808675283857085
Many clusters,0.4,8.8e-05,0.4,0.00021999999999999998,1.9193011276287686,1.92069581862666,1.9179064366308771,0.2540399146964699,0.09720406456397482
Many clusters,1.05,0.00012,1.05,0.00011428571428571428,1.9388379856147593,1.3803483169475101,2.4973276542820084,0.2153609745455712,0.11091964733163927
Many clusters,1.0,0.00016,1.0,0.00016,1.964646979555767,1.0014368574992027,2.9278571016123314,0.18343594799093552,0.12010073220955123
Many clusters,0.4,8e-05,0.4,0.0002,2.0003786070895617,1.9044472321758192,2.096309982003304,0.2529630766555151,0.10162451080978814
Many clusters,1.05,0.000128,1.05,0.0001219047619047619,2.0586102401524724,1.3779610547264742,2.7392594255784704,0.21517466446939645,0.11616821046330923
Many clusters,1.0,0.000168,1.0,0.000168,2.066197225436309,0.998365353085297,3.1340290977873213,0.18315442399727558,0.12425739055647841
Many clusters,0.35,0.00016,0.35,0.0004571428571428572,2.0688783178416186,2.807823596013972,1.3299330396692652,0.3071549880659601,0.08094417566509898
Many clusters,0.35,0.000168,0.35,0.00048,2.069402169071213,2.8674743286627686,1.2713300094796578,0.3104005142122468,0.07914069614942686
Many clusters,0.35,0.000152,0.35,0.00043428571428571436,2.070159702210427,2.750541274018616,1.3897781304022376,0.304005713549238,0.08274532261084455
Many clusters,0.35,0.000144,0.35,0.0004114285714285715,2.079537033672773,2.695269454040151,1.4638046133053957,0.30093573210223207,0.08492044722206134
Many clusters,0.35,0.000136,0.35,0.0003885714285714286,2.0965962159981566,2.648562018030374,1.544630413965939,0.2983168167403913,0.08723344178136017
Many clusters,0.4,7.2e-05,0.4,0.00017999999999999998,2.109081933736353,1.9128358716603897,2.3053279958123163,0.25351958575820155,0.10657051857323513
Many clusters,0.35,0.000128,0.35,0.00036571428571428573,2.122401999367661,2.611726648913519,1.6330773498218032,0.2962351051300004,0.08969621034877581
Many clusters,0.35,0.00012,0.35,0.0003428571428571429,2.15451076627733,2.579079458281972,1.729942074272688,0.29437777876315585,0.09231802345006646
Many clusters,0.35,0.000112,0.35,0.00032,2.1877770751135333,2.5453521807100863,1.83020196951698,0.29244661789987436,0.0949555221086297
Many clusters,1.05,0.000136,1.05,0.00012952380952380952,2.1946879219954507,1.3757607305868524,3.013615113404049,0.2150028006999587,0.12184693508208802
Many clusters,0.35,0.000104,0.35,0.00029714285714285715,2.2430465642694815,2.503156441308945,1.9829366872300174,0.29001246134002906,0.09883827128712284
Many clusters,1.05,0.000144,1.05,0.00013714285714285713,2.310233418967085,1.3678483012750866,3.252618536659083,0.21438363505986127,0.12658646824389394
Many clusters,0.35,9.6e-05,0.35,0.0002742857142857143,2.314231480466696,2.4672717394642505,2.1611912214691413,0.28792617970402645,0.1031851771926046
Clusters + singles,0.75,0.000168,0.75,0.000224,2.334260546334569,2.921243546744343,1.7472775459247956,0.3254861059264138,0.18876426640552552
Clusters + singles,0.7,0.000168,0.7,0.00024,2.337107107555944,3.0526165798440617,1.6215976352678272,0.33272443851897393,0.1818487783558845
