case_id,true_ic_name,recovered_ic_name,true_rhat,true_dhat,true_alpha,estimated_rhat,estimated_dhat,estimated_alpha,rhat_signed,dhat_signed,alpha_signed,loss
case_002,Many clusters,Clusters + singles,0.554,8.8424e-05,0.0001596101083032491,0.566517,0.000168,0.00029654891203617894,0.022593862815884474,0.8999366687777072,0.8579582157337728,2.204722335788857
case_002,Clusters + singles,Random spaced,0.554,8.8424e-05,0.0001596101083032491,0.852033,0.000168,0.0001971754615138146,0.5379657039711191,0.8999366687777072,0.2353569808949299,4.031465954233175
case_003,Random spaced,Clusters + singles,0.446,9.7078e-05,0.00021766367713004482,0.28,0.000168,0.0006,-0.3721973094170403,0.7305671727888914,1.756546282370877,11.903528076155999
case_003,One central cluster,Random spaced,0.446,9.7078e-05,0.00021766367713004482,0.8422540000000001,0.000168,0.00019946476953508084,0.8884618834080719,0.7305671727888914,-0.08361021845684846,2.0531834441693197
case_003,Many clusters,Clusters + singles,0.446,9.7078e-05,0.00021766367713004482,0.47935300000000003,0.000168,0.00035047240759941,0.07478251121076238,0.7305671727888914,0.6101556870695408,2.0830521623434577
case_003,Clusters + singles,Random spaced,0.446,9.7078e-05,0.00021766367713004482,0.779191,0.000168,0.0002156082398282321,0.7470650224215245,0.7305671727888914,-0.00944318008826384,3.9124753232069107
case_004,Random spaced,Clusters + singles,0.919,0.000132925,0.00014464091403699672,0.28,0.000168,0.0006,-0.6953210010881392,0.2638706037239045,3.1482038743652434,11.65314129607067
case_004,One central cluster,Random spaced,0.919,0.000132925,0.00014464091403699672,0.8749020000000001,0.000168,0.00019202150640871776,-0.047984766050054375,0.2638706037239045,0.3275739280768225,2.1070902766619257
case_004,Many clusters,Clusters + singles,0.919,0.000132925,0.00014464091403699672,0.9207170000000001,0.000168,0.00018246649078924358,0.0018683351468988896,0.2638706037239045,0.2615136733896172,2.508196864106079
case_004,Clusters + singles,Random spaced,0.919,0.000132925,0.00014464091403699672,0.9877070000000001,0.000168,0.00017009092777513977,0.07476278563656155,0.2638706037239045,0.17595307598535614,3.814451692410133
case_005,Random spaced,Clusters + singles,0.593,0.000129431,0.0002182647554806071,0.28,0.000168,0.0006,-0.5278246205733558,0.2979888898331929,1.7489550416824402,11.215726782895638
case_005,One central cluster,Random spaced,0.593,0.000129431,0.0002182647554806071,0.8486450000000001,0.000168,0.00019796263455272814,0.4311045531197304,0.2979888898331929,-0.09301602946923246,2.0475582685574176
case_005,Many clusters,Clusters + singles,0.593,0.000129431,0.0002182647554806071,0.6040160000000001,0.000168,0.00027813832746152414,0.01857672849915706,0.2979888898331929,0.2743162626007973,2.1280084366250307
case_005,Clusters + singles,Random spaced,0.593,0.000129431,0.0002182647554806071,0.8160740000000001,0.000168,0.00020586368393062392,0.376178752107926,0.2979888898331929,-0.05681664693265161,3.765834984246541
case_006,Random spaced,Clusters + singles,0.712,0.000126296,0.00017738202247191012,0.28,0.000168,0.0006,-0.6067415730337078,0.33020839931589274,2.3825299296889844,11.424025030935201
case_006,One central cluster,Random spaced,0.712,0.000126296,0.00017738202247191012,0.8594250000000001,0.000168,0.0001954795357361026,0.20705758426966311,0.33020839931589274,0.10202563378179072,2.075276038444709
case_006,Many clusters,Clusters + singles,0.712,0.000126296,0.00017738202247191012,0.7546280000000001,0.000168,0.0002226262476345961,0.05987078651685409,0.33020839931589274,0.25506657626395457,2.240890234330603
case_006,Clusters + singles,Random spaced,0.712,0.000126296,0.00017738202247191012,0.860734,0.000168,0.00019518225142727021,0.20889606741573039,0.33020839931589274,0.10034967866137001,3.8122261419487904
case_007,Random spaced,Clusters + singles,0.809,0.000106114,0.00013116687268232384,0.34321700000000005,0.000168,0.0004894862433970344,-0.5757515451174289,0.583202970390335,2.7317825254744985,12.31576921973627
case_007,One central cluster,Random spaced,0.809,0.000106114,0.00013116687268232384,0.87136,0.000168,0.0001928020565552699,0.07708281829419032,0.583202970390335,0.46989901194199996,2.1169413887347535
case_007,Many clusters,Clusters + singles,0.809,0.000106114,0.00013116687268232384,0.773493,0.000168,0.00021719653571525534,-0.04388998763906065,0.583202970390335,0.6558795012311439,2.3661540306686106
case_007,Clusters + singles,Random spaced,0.809,0.000106114,0.00013116687268232384,0.9290330000000001,0.000168,0.00018083318891793938,0.1483720642768851,0.583202970390335,0.37864984671780333,3.9826519312428768
case_008,Random spaced,Clusters + singles,0.953,0.000142365,0.00014938614900314798,0.28,0.000168,0.0006,-0.7061909758656872,0.18006532504477912,3.0164366241702654,11.467863179087805
case_008,One central cluster,Random spaced,0.953,0.000142365,0.00014938614900314798,0.87675,0.000168,0.00019161676646706584,-0.0800104931794333,0.18006532504477912,0.28269433107234027,2.105317389601262
case_008,Many clusters,Clusters + singles,0.953,0.000142365,0.00014938614900314798,0.9824710000000001,0.000168,0.0001709974136641183,0.030924449108079892,0.18006532504477912,0.14466712479826302,2.5589875046982606
case_008,Clusters + singles,Random spaced,0.953,0.000142365,0.00014938614900314798,1.0066490000000001,0.000168,0.00016689034608885516,0.05629485834207783,0.18006532504477912,0.11717416375288128,3.7622992163881697
case_009,Random spaced,Clusters + singles,0.659,0.000117963,0.00017900303490136569,0.28,0.000168,0.0006,-0.575113808801214,0.42417537702499936,2.3518984766409807,11.548503376221854
case_009,One central cluster,Random spaced,0.659,0.000117963,0.00017900303490136569,0.8569610000000001,0.000168,0.00019604159349141906,0.30039605462822466,0.42417537702499936,0.09518586430359666,2.0722078979737852
case_009,Many clusters,Clusters + singles,0.659,0.000117963,0.00017900303490136569,0.676858,0.000168,0.0002482056797733055,0.027098634294385325,0.42417537702499936,0.3866003998763031,2.191247686785084
case_009,Clusters + singles,Random spaced,0.659,0.000117963,0.00017900303490136569,0.8324750000000001,0.000168,0.00020180786209796086,0.2632397572078908,0.42417537702499936,0.12739910923388031,3.8513116660078754
case_010,Random spaced,Clusters + singles,0.881,0.000147448,0.00016736435868331442,0.28,0.000168,0.0006,-0.6821793416572077,0.13938473224458783,2.5849926753838637,11.262237870753088
case_010,One central cluster,Random spaced,0.881,0.000147448,0.00016736435868331442,0.8707440000000001,0.000168,0.00019293845263360985,-0.011641316685584486,0.13938473224458783,0.15280489915231318,2.0881865294370603
case_010,Many clusters,Clusters + singles,0.881,0.000147448,0.00016736435868331442,0.911169,0.000168,0.00018437852912028393,0.034244040862656075,0.13938473224458783,0.10165946065711393,2.4474613294900154
case_010,Clusters + singles,Random spaced,0.881,0.000147448,0.00016736435868331442,0.9595250000000001,0.000168,0.0001750866314061645,0.08913166855845638,0.13938473224458783,0.046140485247890196,3.7206958369691057
case_011,Random spaced,Clusters + singles,0.996,0.000128428,0.00012894377510040163,0.28,0.000168,0.0006,-0.7188755020080321,0.30812595384184116,3.6531908929516916,11.912892650550797
case_011,One central cluster,Random spaced,0.996,0.000128428,0.00012894377510040163,0.881986,0.000168,0.00019047921395577705,-0.11447188755020075,0.30812595384184116,0.47722690612603097,2.12631896115683
case_011,Many clusters,Clusters + singles,0.996,0.000128428,0.00012894377510040163,0.986013,0.000168,0.00017038314910655336,-0.010027108433734907,0.30812595384184116,0.32137552955840715,2.6180500975943444
case_011,Clusters + singles,Random spaced,0.996,0.000128428,0.00012894377510040163,1.037757,0.000168,0.0001618876095270858,0.041924698795180765,0.30812595384184116,0.2554899172219254,3.8620600608311113
case_012,Random spaced,Clusters + singles,0.785,0.000148539,0.0001892216560509554,0.28,0.000168,0.0006,-0.643312101910828,0.1310160967826631,2.1708844141942523,11.095896996119539
case_012,One central cluster,Random spaced,0.785,0.000148539,0.0001892216560509554,0.8624280000000001,0.000168,0.000194798870166553,0.09863439490445866,0.1310160967826631,0.02947450218962108,2.070524305814913
case_012,Many clusters,Clusters + singles,0.785,0.000148539,0.0001892216560509554,0.826007,0.000168,0.00020338810688045014,0.05223821656050957,0.1310160967826631,0.0748669635661569,2.3135276768976305
case_012,Clusters + singles,Random spaced,0.785,0.000148539,0.0001892216560509554,0.898618,0.000168,0.00018695374452770808,0.14473630573248406,0.1310160967826631,-0.011985475503060759,3.6992804728396473
case_013,Random spaced,Clusters + singles,0.761,0.000149902,0.00019698028909329827,0.28,0.000168,0.0006,-0.6320630749014454,0.12073221171165163,2.045990046830596,11.056079610228409
case_013,One central cluster,Random spaced,0.761,0.000149902,0.00019698028909329827,0.8594250000000001,0.000168,0.0001954795357361026,0.12933639947437595,0.12073221171165163,-0.007618799647942706,2.0654520123164097
case_013,Many clusters,Clusters + singles,0.761,0.000149902,0.00019698028909329827,0.80437,0.000168,0.00020885910712731701,0.056990801576872564,0.12073221171165163,0.060304602499554834,2.28263247239551
case_013,Clusters + singles,Random spaced,0.761,0.000149902,0.00019698028909329827,0.883834,0.000168,0.0001900809428014763,0.16141130091984232,0.12073221171165163,-0.03502556689087887,3.6896034981161216
case_014,Random spaced,Clusters + singles,0.675,0.000116995,0.0001733259259259259,0.28,0.000168,0.0006,-0.5851851851851851,0.43595880165819045,2.461686396854567,11.607056684990939
case_014,One central cluster,Random spaced,0.675,0.000116995,0.0001733259259259259,0.85904,0.000168,0.0001955671447196871,0.2726518518518518,0.43595880165819045,0.12832020757971535,2.0762316724481824
case_014,Many clusters,Clusters + singles,0.675,0.000116995,0.0001733259259259259,0.692412,0.000168,0.00024263011039670022,0.02579555555555553,0.43595880165819045,0.39984892104596487,2.2065485465215033
case_014,Clusters + singles,Random spaced,0.675,0.000116995,0.0001733259259259259,0.842331,0.000168,0.0001994465358629802,0.24789777777777777,0.43595880165819045,0.15070226682774174,3.8610323717760573
case_015,Random spaced,Clusters + singles,0.64,0.000120253,0.0001878953125,0.28,0.000168,0.0006,-0.5625,0.39705454333779605,2.1932675276292484,11.475111368111678
case_015,One central cluster,Random spaced,0.64,0.000120253,0.0001878953125,0.8553440000000001,0.000168,0.000196412203744926,0.33647500000000014,0.39705454333779605,0.045327853747953416,2.066458410917175
case_015,Many clusters,Clusters + singles,0.64,0.000120253,0.0001878953125,0.659379,0.000168,0.0002547851842415363,0.030279687500000055,0.39705454333779605,0.355995425599222,2.1733761617008978
case_015,Clusters + singles,Random spaced,0.64,0.000120253,0.0001878953125,0.819462,0.000168,0.0002050125570191174,0.280409375,0.39705454333779605,0.09109990180897896,3.8331039287765947
