record_id,case_id,ic_name,recovered_ic_name,ic_correct,feature_set,single_snapshot,true_rhat,true_dhat,true_alpha,true_tau,estimated_rhat,estimated_dhat,estimated_alpha,estimated_dhat_over_rhat,estimated_tau,rhat_relative_error,dhat_relative_error,alpha_relative_error,rhat_signed_relative_error,dhat_signed_relative_error,dimensions_used,estimated_length_scale_ratio,loss,loss_at_true_parameters,estimate_loss_not_above_truth,success,any_start_succeeded,coarse_rhat,coarse_dhat
case_003|One central cluster|h0,case_003,One central cluster,One central cluster,True,h0,True,0.446,9.7078e-05,0.00021766367713004482,0.446,0.44608900000000007,9.713424e-05,0.00021774632416401207,0.00021774632416401207,0.44608900000000007,0.0001995515695068638,0.0005793279630812755,0.00037970062371899416,0.0001995515695068638,0.0005793279630812755,h0,0.01475623001189708,4.009946158688978e-07,0.0,False,True,True,0.45,9.6e-05
case_003|One central cluster|h0h1,case_003,One central cluster,One central cluster,True,h0h1,True,0.446,9.7078e-05,0.00021766367713004482,0.446,0.445935,9.713424e-05,0.00021782152107369907,0.00021782152107369907,0.445935,0.0001457399103138604,0.0005793279630812755,0.0007251735601248066,-0.0001457399103138604,0.0005793279630812755,h0h1,0.014758777763544617,1.7025291144237644e-06,0.0,False,True,True,0.45,9.6e-05
case_003|Many clusters|h0,case_003,Many clusters,Many clusters,True,h0,True,0.446,9.7078e-05,0.00021766367713004482,0.446,0.44616600000000006,9.729984e-05,0.00021807990747838243,0.00021807990747838243,0.44616600000000006,0.00037219730941716366,0.0022851727476874396,0.001912263698866656,0.00037219730941716366,0.0022851727476874396,h0,0.014767528820976868,2.8527127218277295e-07,0.0,False,True,True,0.45,0.000104
case_003|Many clusters|h0h1,case_003,Many clusters,Many clusters,True,h0h1,True,0.446,9.7078e-05,0.00021766367713004482,0.446,0.4460120000000001,9.693551999999999e-05,0.0002173383675775539,0.0002173383675775539,0.4460120000000001,2.6905829596563928e-05,0.001467685778446261,0.001494551395897636,2.6905829596563928e-05,-0.001467685778446261,h0h1,0.014742400332969998,1.51424960129466e-06,0.0,False,True,True,0.45,9.6e-05
case_003|Clusters + singles|h0,case_003,Clusters + singles,Clusters + singles,True,h0,True,0.446,9.7078e-05,0.00021766367713004482,0.446,0.44608900000000007,9.702384e-05,0.0002174988399175949,0.0002174988399175949,0.44608900000000007,0.0001995515695068638,0.000557901893322834,0.0007573023419587097,0.0001995515695068638,-0.000557901893322834,h0,0.014747841873223177,3.266544824774887e-07,0.0,False,True,True,0.45,9.6e-05
case_003|Clusters + singles|h0h1,case_003,Clusters + singles,Clusters + singles,True,h0h1,True,0.446,9.7078e-05,0.00021766367713004482,0.446,0.44616600000000006,9.711216e-05,0.00021765925686851977,0.00021765925686851977,0.44616600000000006,0.00037219730941716366,0.0003518819918004536,2.030775912331536e-05,0.00037219730941716366,0.0003518819918004536,h0h1,0.014753279529261275,7.046842857667674e-07,0.0,False,True,True,0.45,9.6e-05
case_004|Random spaced|h0,case_004,Random spaced,Random spaced,True,h0,True,0.919,0.000132925,0.00014464091403699672,0.919,0.9189460000000002,0.00013281552,0.0001445302770783049,0.0001445302770783049,0.9189460000000002,5.8759521218593545e-05,0.0008236223434266541,0.0007649077678222957,-5.8759521218593545e-05,-0.0008236223434266541,h0,0.012022074574644133,3.0005430965985566e-07,0.0,False,True,True,0.9,0.000112
case_004|Random spaced|h0h1,case_004,Random spaced,Random spaced,True,h0h1,True,0.919,0.000132925,0.00014464091403699672,0.919,0.9191000000000001,0.00013287072000000002,0.00014456611902948535,0.00014456611902948535,0.9191000000000001,0.00010881392818291622,0.00040835057363156193,0.000517108233236432,0.00010881392818291622,-0.00040835057363156193,h0h1,0.01202356515470704,1.867979438534284e-06,0.0,False,True,True,0.9,0.000128
case_004|One central cluster|h0,case_004,One central cluster,One central cluster,True,h0,True,0.919,0.000132925,0.00014464091403699672,0.919,0.9190230000000001,0.00013287072000000002,0.00014457823144796157,0.00014457823144796157,0.9190230000000001,2.5027203482161336e-05,0.00040835057363156193,0.0004333669311514509,2.5027203482161336e-05,-0.00040835057363156193,h0,0.012024068839122702,1.5980592614900156e-07,0.0,False,True,True,0.9,0.00012
case_004|One central cluster|h0h1,case_004,One central cluster,One central cluster,True,h0h1,True,0.919,0.000132925,0.00014464091403699672,0.919,0.9191770000000001,0.000132948,0.0001446380838510972,0.0001446380838510972,0.9191770000000001,0.0001926006528836711,0.00017302990408132237,1.956698018928365e-05,0.0001926006528836711,0.00017302990408132237,h0h1,0.012026557439728844,3.9971976115203835e-06,0.0,False,True,True,0.9,0.000128
case_004|Many clusters|h0,case_004,Many clusters,Many clusters,True,h0,True,0.919,0.000132925,0.00014464091403699672,0.919,0.9190230000000001,0.00013302528000000001,0.0001447464100463209,0.0001447464100463209,0.9190230000000001,2.5027203482161336e-05,0.0007544103817944106,0.0007293649243477912,2.5027203482161336e-05,0.0007544103817944106,h0,0.012031060221207477,6.113427875161879e-08,0.0,False,True,True,0.9,0.000104
case_004|Many clusters|h0h1,case_004,Many clusters,Many clusters,True,h0h1,True,0.919,0.000132925,0.00014464091403699672,0.919,0.9190230000000001,0.00013293696,0.00014465030799011555,0.00014465030799011555,0.9190230000000001,2.5027203482161336e-05,8.997555012222238e-05,6.494672120523328e-05,2.5027203482161336e-05,8.997555012222238e-05,h0h1,0.01202706564337767,1.9867599465494295e-07,0.0,False,True,True,0.9,0.000152
case_004|Clusters + singles|h0,case_004,Clusters + singles,Clusters + singles,True,h0,True,0.919,0.000132925,0.00014464091403699672,0.919,0.9190230000000001,0.00013299216,0.0001447103717752439,0.0001447103717752439,0.9190230000000001,2.5027203482161336e-05,0.0005052473199173145,0.0004802080981693554,2.5027203482161336e-05,0.0005052473199173145,h0,0.01202956240996504,3.973537362039499e-08,0.0,False,True,True,0.9,0.000112
case_004|Clusters + singles|h0h1,case_004,Clusters + singles,Clusters + singles,True,h0h1,True,0.919,0.000132925,0.00014464091403699672,0.919,0.918869,0.0001331136,0.00014486678732224072,0.00014486678732224072,0.918869,0.00014254624591946924,0.001418845213466395,0.0015616140616079204,-0.00014254624591946924,0.001418845213466395,h0h1,0.012036061952409548,2.5458627733397305e-06,0.0,False,True,True,0.9,0.000136
case_005|Random spaced|h0,case_005,Random spaced,Random spaced,True,h0,True,0.593,0.000129431,0.0002182647554806071,0.593,0.593005,0.00012940416,0.00021821765415131405,0.00021821765415131405,0.593005,8.431703204102456e-06,0.0002073691773995979,0.00021579906105014617,8.431703204102456e-06,-0.0002073691773995979,h0,0.014772191921015447,2.9159359052063878e-08,0.0,False,True,True,0.6,0.000136
case_005|Random spaced|h0h1,case_005,Random spaced,Random spaced,True,h0h1,True,0.593,0.000129431,0.0002182647554806071,0.593,0.5930820000000001,0.00012954768,0.0002184313130393436,0.0002184313130393436,0.5930820000000001,0.00013827993254660628,0.0009014841884865586,0.0007630987346983528,0.00013827993254660628,0.0009014841884865586,h0h1,0.014779421945372004,7.090833224118198e-07,0.0,False,True,True,0.6,0.000128
case_005|One central cluster|h0,case_005,One central cluster,One central cluster,True,h0,True,0.593,0.000129431,0.0002182647554806071,0.593,0.593005,0.00012938208,0.00021818042006391177,0.00021818042006391177,0.593005,8.431703204102456e-06,0.0003779620029205289,0.0003863904481950519,8.431703204102456e-06,-0.0003779620029205289,h0,0.014770931590929253,2.721770549324461e-08,0.0,False,True,True,0.6,0.000128
case_005|One central cluster|h0h1,case_005,One central cluster,One central cluster,True,h0h1,True,0.593,0.000129431,0.0002182647554806071,0.593,0.593005,0.00012955872,0.00021847829276313015,0.00021847829276313015,0.593005,8.431703204102456e-06,0.0009867806012469195,0.000978340648964815,8.431703204102456e-06,0.0009867806012469195,h0h1,0.014781011222617015,1.6092371246070075e-07,0.0,False,True,True,0.6,0.000128
case_005|Many clusters|h0,case_005,Many clusters,Many clusters,True,h0,True,0.593,0.000129431,0.0002182647554806071,0.593,0.593005,0.00012949248,0.00021836659050092325,0.00021836659050092325,0.593005,8.431703204102456e-06,0.0004750021246841263,0.0004665664875298493,8.431703204102456e-06,0.0004750021246841263,h0,0.014777232166441836,1.963874114781607e-08,0.0,False,True,True,0.6,0.000144
case_005|Many clusters|h0h1,case_005,Many clusters,Many clusters,True,h0h1,True,0.593,0.000129431,0.0002182647554806071,0.593,0.5930820000000001,0.0001293048,0.00021802179125314877,0.00021802179125314877,0.5930820000000001,0.00013827993254660628,0.0009750368922436829,0.0011131628967001252,0.00013827993254660628,-0.0009750368922436829,h0h1,0.014765560986740353,6.172774163289021e-07,0.0,False,True,True,0.6,0.000128
case_005|Clusters + singles|h0,case_005,Clusters + singles,Clusters + singles,True,h0,True,0.593,0.000129431,0.0002182647554806071,0.593,0.593005,0.00012950352,0.00021838520754462442,0.00021838520754462442,0.593005,8.431703204102456e-06,0.0005602985374446965,0.0005518621811024263,8.431703204102456e-06,0.0005602985374446965,h0,0.014777862076248528,3.4068603505813356e-08,0.0,False,True,True,0.6,0.000136
case_005|Clusters + singles|h0h1,case_005,Clusters + singles,Clusters + singles,True,h0h1,True,0.593,0.000129431,0.0002182647554806071,0.593,0.592774,0.00012949248,0.00021845168647747706,0.00021845168647747706,0.592774,0.00038111298482284737,0.0004750021246841263,0.0008564415104873218,-0.00038111298482284737,0.0004750021246841263,h0h1,0.014780111179469424,1.5497679870258383e-06,0.0,False,True,True,0.6,0.000128
case_006|Random spaced|h0,case_006,Random spaced,Random spaced,True,h0,True,0.712,0.000126296,0.00017738202247191012,0.712,0.7119700000000001,0.00012620256,0.00017725825526356445,0.00017725825526356445,0.7119700000000001,4.21348314604824e-05,0.0007398492430481117,0.000697743810905449,-4.21348314604824e-05,-0.0007398492430481117,h0,0.013313836985015419,1.3149207319752723e-07,0.0,False,True,True,0.7,0.000112
case_006|Random spaced|h0h1,case_006,Random spaced,Random spaced,True,h0h1,True,0.712,0.000126296,0.00017738202247191012,0.712,0.7120470000000001,0.00012616944,0.00017719257296217804,0.00017719257296217804,0.7120470000000001,6.601123595523914e-05,0.0010020903274845616,0.0010680310613894644,6.601123595523914e-05,-0.0010020903274845616,h0h1,0.013311370063302201,8.440460054585258e-07,0.0,False,True,True,0.7,0.00012
case_006|One central cluster|h0,case_006,One central cluster,One central cluster,True,h0,True,0.712,0.000126296,0.00017738202247191012,0.712,0.7119700000000001,0.00012624672,0.00017732028034889106,0.00017732028034889106,0.7119700000000001,4.21348314604824e-05,0.0003901944637993686,0.0003480742983908216,-4.21348314604824e-05,-0.0003901944637993686,h0,0.01331616612801489,4.259905327724804e-08,0.0,False,True,True,0.7,0.00012
case_006|One central cluster|h0h1,case_006,One central cluster,One central cluster,True,h0h1,True,0.712,0.000126296,0.00017738202247191012,0.712,0.7120470000000001,0.00012618048,0.0001772080775566781,0.0001772080775566781,0.7120470000000001,6.601123595523914e-05,0.0009146766326724832,0.0009806231364824815,6.601123595523914e-05,-0.0009146766326724832,h0h1,0.01331195243218207,1.4311965889678438e-06,0.0,False,True,True,0.7,0.000128
case_006|Many clusters|h0,case_006,Many clusters,Many clusters,True,h0,True,0.712,0.000126296,0.00017738202247191012,0.712,0.7120470000000001,0.00012635712,0.00017745615106867942,0.00017745615106867942,0.7120470000000001,6.601123595523914e-05,0.000483942484322489,0.0004179036620300088,6.601123595523914e-05,0.000483942484322489,h0,0.013321266871761087,3.61551272567386e-08,0.0,False,True,True,0.7,0.000112
case_006|Many clusters|h0h1,case_006,Many clusters,Many clusters,True,h0h1,True,0.712,0.000126296,0.00017738202247191012,0.712,0.712124,0.00012627984,0.00017732844279928778,0.00017732844279928778,0.712124,0.00017415730337080477,0.00012795337936270402,0.00030205807711335337,0.00017415730337080477,-0.00012795337936270402,h0h1,0.013316472610991538,2.1020323542598445e-06,0.0,False,True,True,0.7,0.000128
case_006|Clusters + singles|h0,case_006,Clusters + singles,Clusters + singles,True,h0,True,0.712,0.000126296,0.00017738202247191012,0.712,0.7119700000000001,0.00012636816,0.00017749084933353933,0.00017749084933353933,0.7119700000000001,4.21348314604824e-05,0.0005713561791347821,0.0006135168610248623,-4.21348314604824e-05,0.0005713561791347821,h0,0.013322569171655268,1.4624980546494616e-07,0.0,False,True,True,0.7,0.00012
case_006|Clusters + singles|h0h1,case_006,Clusters + singles,Clusters + singles,True,h0h1,True,0.712,0.000126296,0.00017738202247191012,0.712,0.7118930000000001,0.00012631296,0.00017743250741333316,0.00017743250741333316,0.7118930000000001,0.00015028089887620394,0.00013428770507374597,0.0002846113756033687,-0.00015028089887620394,0.00013428770507374597,h0h1,0.013320379402004028,4.4105852646353e-07,0.0,False,True,True,0.7,0.000128
case_007|Random spaced|h0,case_007,Random spaced,Random spaced,True,h0,True,0.809,0.000106114,0.00013116687268232384,0.809,0.8089900000000001,0.00010598832,0.00013101313984103635,0.00013101313984103635,0.8089900000000001,1.2360939431340531e-05,0.0011843866030872118,0.0011720401511730572,-1.2360939431340531e-05,-0.0011843866030872118,h0,0.011446097144487126,8.041516402127686e-07,0.0,False,True,True,0.8,9.6e-05
case_007|Random spaced|h0h1,case_007,Random spaced,Random spaced,True,h0h1,True,0.809,0.000106114,0.00013116687268232384,0.809,0.8089900000000001,0.0001060656,0.0001311086663617597,0.0001311086663617597,0.8089900000000001,1.2360939431340531e-05,0.00045611323670767014,0.0004437577825394368,-1.2360939431340531e-05,-0.00045611323670767014,h0h1,0.011450269270273067,1.4331613261776782e-07,0.0,False,True,True,0.8,0.000104
case_007|One central cluster|h0,case_007,One central cluster,One central cluster,True,h0,True,0.809,0.000106114,0.00013116687268232384,0.809,0.8089900000000001,0.00010603248,0.00013106772642430684,0.00013106772642430684,0.8089900000000001,1.2360939431340531e-05,0.0007682303937274738,0.0007558787976680722,-1.2360939431340531e-05,-0.0007682303937274738,h0,0.011448481402540114,1.4630504699407762e-07,0.0,False,True,True,0.8,0.000104
case_007|One central cluster|h0h1,case_007,One central cluster,One central cluster,True,h0h1,True,0.809,0.000106114,0.00013116687268232384,0.809,0.8090670000000001,0.00010605456,0.00013108254322571553,0.00013108254322571553,0.8090670000000001,8.281829419040699e-05,0.0005601522890476047,0.0006429173379207576,8.281829419040699e-05,-0.0005601522890476047,h0h1,0.011449128491973331,3.73446317723334e-06,0.0,False,True,True,0.8,0.000112
case_007|Many clusters|h0,case_007,Many clusters,Many clusters,True,h0,True,0.809,0.000106114,0.00013116687268232384,0.809,0.8089900000000001,0.00010610976,0.00013116325294503021,0.00013116325294503021,0.8089900000000001,1.2360939431340531e-05,3.9957027347931994e-05,2.7596429034245134e-05,-1.2360939431340531e-05,-3.9957027347931994e-05,h0,0.011452652659756613,3.6349345257572394e-09,0.0,False,True,True,0.8,9.6e-05
case_007|Many clusters|h0h1,case_007,Many clusters,Many clusters,True,h0h1,True,0.809,0.000106114,0.00013116687268232384,0.809,0.8089130000000001,0.00010622016000000001,0.00013131221775394882,0.00013131221775394882,0.8089130000000001,0.00010754017305308804,0.0010004334960515412,0.001108092833599801,-0.00010754017305308804,0.0010004334960515412,h0h1,0.011459154321063524,1.2720529867808462e-06,0.0,False,True,True,0.8,0.000112
case_007|Clusters + singles|h0,case_007,Clusters + singles,Clusters + singles,True,h0,True,0.809,0.000106114,0.00013116687268232384,0.809,0.8089900000000001,0.0001060656,0.0001311086663617597,0.0001311086663617597,0.8089900000000001,1.2360939431340531e-05,0.00045611323670767014,0.0004437577825394368,-1.2360939431340531e-05,-0.00045611323670767014,h0,0.011450269270273067,3.171100139006188e-08,0.0,False,True,True,0.8,9.6e-05
case_007|Clusters + singles|h0h1,case_007,Clusters + singles,Clusters + singles,True,h0h1,True,0.809,0.000106114,0.00013116687268232384,0.809,0.8090670000000001,0.000106176,0.0001312326420432424,0.0001312326420432424,0.8090670000000001,8.281829419040699e-05,0.0005842772866916752,0.0005014174659621743,8.281829419040699e-05,0.0005842772866916752,h0h1,0.011455681649000307,5.213367689288866e-07,0.0,False,True,True,0.8,0.000104
case_008|Random spaced|h0,case_008,Random spaced,Random spaced,True,h0,True,0.953,0.000142365,0.00014938614900314798,0.953,0.953057,0.00014242032,0.0001494352593811283,0.0001494352593811283,0.953057,5.9811122770288314e-05,0.0003885786534611309,0.00032874786791163265,5.9811122770288314e-05,0.0003885786534611309,h0,0.012224371533176185,3.9415442787746174e-07,0.0,False,True,True,0.95,0.000136
case_008|Random spaced|h0h1,case_008,Random spaced,Random spaced,True,h0h1,True,0.953,0.000142365,0.00014938614900314798,0.953,0.95298,0.00014223264,0.0001492503935024869,0.0001492503935024869,0.95298,2.0986358866641114e-05,0.000929722895374681,0.0009087556079794631,-2.0986358866641114e-05,-0.000929722895374681,h0h1,0.012216807827844674,7.077322981230462e-07,0.0,False,True,True,0.95,0.000144
