arm,case_id,ic_name,true_rhat,true_dhat,true_alpha,estimated_rhat,estimated_dhat,estimated_alpha,success,rhat_signed,dhat_signed,alpha_signed
full_mismatch,case_004,One central cluster,0.919,0.000132925,0.00014464091403699672,0.918099,0.00013619376,0.00014834321788826694,True,-0.0009804134929271389,0.024591009968027152,0.02559651863319416
inverse_crime,case_004,Many clusters,0.919,0.000132925,0.00014464091403699672,0.9190230000000001,0.00013293696,0.00014465030799011555,True,2.5027203482161336e-05,8.997555012222238e-05,6.494672120523328e-05
grid_only,case_004,Many clusters,0.919,0.000132925,0.00014464091403699672,0.9191000000000001,0.00013682304,0.00014886632575345445,True,0.00010881392818291622,0.029325108143690142,0.02921311542166374
operator_only,case_004,Many clusters,0.919,0.000132925,0.00014464091403699672,0.910784,0.000130188,0.00014294058744993325,True,-0.008940152339499456,-0.020590558585668595,-0.01175550222690492
full_mismatch,case_004,Many clusters,0.919,0.000132925,0.00014464091403699672,0.9184070000000001,0.0001355424,0.00014758424097377306,True,-0.0006452665941239985,0.019690803084446165,0.02034920033776528
inverse_crime,case_004,Clusters + singles,0.919,0.000132925,0.00014464091403699672,0.918869,0.0001331136,0.00014486678732224072,True,-0.00014254624591946924,0.001418845213466395,0.0015616140616079204
grid_only,case_004,Clusters + singles,0.919,0.000132925,0.00014464091403699672,0.9189460000000002,0.00013690032000000002,0.00014897536960822508,True,-5.8759521218593545e-05,0.02990648862140323,0.029967008989722464
operator_only,case_004,Clusters + singles,0.919,0.000132925,0.00014464091403699672,0.9112460000000001,0.00013041984,0.00014312253771209968,True,-0.008437431991294807,-0.018846417152529535,-0.010497557589470654
full_mismatch,case_004,Clusters + singles,0.919,0.000132925,0.00014464091403699672,0.9182530000000001,0.00013624896000000001,0.00014837845343276853,True,-0.0008128400435255083,0.025006281737822246,0.025840125670222217
inverse_crime,case_005,Random spaced,0.593,0.000129431,0.0002182647554806071,0.5930820000000001,0.00012954768,0.0002184313130393436,True,0.00013827993254660628,0.0009014841884865586,0.0007630987346983528
grid_only,case_005,Random spaced,0.593,0.000129431,0.0002182647554806071,0.5929280000000001,0.00013353312,0.00022520967132602944,True,-0.00012141652613802692,0.031693489195015134,0.03181876904555666
operator_only,case_005,Random spaced,0.593,0.000129431,0.0002182647554806071,0.5893860000000001,0.00012391728,0.0002102480886889067,True,-0.006094435075885152,-0.042599686319351696,-0.03672909432422168
full_mismatch,case_005,Random spaced,0.593,0.000129431,0.0002182647554806071,0.592697,0.00013258368,0.00022369554764070003,True,-0.0005109612141651639,0.024357997697614892,0.02488167248136154
inverse_crime,case_005,One central cluster,0.593,0.000129431,0.0002182647554806071,0.593005,0.00012955872,0.00021847829276313015,True,8.431703204102456e-06,0.0009867806012469195,0.000978340648964815
grid_only,case_005,One central cluster,0.593,0.000129431,0.0002182647554806071,0.592851,0.00013352208,0.00022522029987298662,True,-0.00025126475548053074,0.03160819278225457,0.03186746470846282
operator_only,case_005,One central cluster,0.593,0.000129431,0.0002182647554806071,0.590387,0.00012562848,0.00021279005127145415,True,-0.004406408094435037,-0.029378742341479226,-0.02508285956245182
full_mismatch,case_005,One central cluster,0.593,0.000129431,0.0002182647554806071,0.592466,0.00013255056,0.0002237268636512475,True,-0.0009005059021921138,0.0241021084593336,0.025025149656494553
inverse_crime,case_005,Many clusters,0.593,0.000129431,0.0002182647554806071,0.5930820000000001,0.0001293048,0.00021802179125314877,True,0.00013827993254660628,-0.0009750368922436829,-0.0011131628967001252
grid_only,case_005,Many clusters,0.593,0.000129431,0.0002182647554806071,0.5930820000000001,0.0001332792,0.00022472305684542772,True,0.00013827993254660628,0.029731671701524322,0.02958930016254703
operator_only,case_005,Many clusters,0.593,0.000129431,0.0002182647554806071,0.590233,0.00012586032,0.0002132383651879851,True,-0.00466610455311967,-0.027587517673509344,-0.023028868227278183
full_mismatch,case_005,Many clusters,0.593,0.000129431,0.0002182647554806071,0.592543,0.0001331136,0.0002246480002295192,True,-0.0007706576728497972,0.028452225510117446,0.029245421391358162
inverse_crime,case_005,Clusters + singles,0.593,0.000129431,0.0002182647554806071,0.592774,0.00012949248,0.00021845168647747706,True,-0.00038111298482284737,0.0004750021246841263,0.0008564415104873218
grid_only,case_005,Clusters + singles,0.593,0.000129431,0.0002182647554806071,0.5929280000000001,0.00013348896,0.00022513519348049002,True,-0.00012141652613802692,0.031352303543973274,0.031477541963907923
operator_only,case_005,Clusters + singles,0.593,0.000129431,0.0002182647554806071,0.590002,0.00012740592000000001,0.00021594150528303296,True,-0.00505564924114662,-0.015646019887043963,-0.01064418390618531
full_mismatch,case_005,Clusters + singles,0.593,0.000129431,0.0002182647554806071,0.592774,0.00013290384,0.00022420659475618025,True,-0.00038111298482284737,0.026831593667668494,0.027223081722422545
inverse_crime,case_006,Random spaced,0.712,0.000126296,0.00017738202247191012,0.7120470000000001,0.00012616944,0.00017719257296217804,True,6.601123595523914e-05,-0.0010020903274845616,-0.0010680310613894644
grid_only,case_006,Random spaced,0.712,0.000126296,0.00017738202247191012,0.712124,0.00013000032,0.0001825529261757784,True,0.00017415730337080477,0.029330461772344434,0.029151227569790147
operator_only,case_006,Random spaced,0.712,0.000126296,0.00017738202247191012,0.706734,0.00012236064,0.00017313535219757364,True,-0.007396067415730328,-0.031159815037689186,-0.023940815507439463
full_mismatch,case_006,Random spaced,0.712,0.000126296,0.00017738202247191012,0.711508,0.00012922752,0.00018162483064139827,True,-0.0006910112359549676,0.023211503135491217,0.023919042698704335
inverse_crime,case_006,One central cluster,0.712,0.000126296,0.00017738202247191012,0.7120470000000001,0.00012618048,0.0001772080775566781,True,6.601123595523914e-05,-0.0009146766326724832,-0.0009806231364824815
grid_only,case_006,One central cluster,0.712,0.000126296,0.00017738202247191012,0.7120470000000001,0.00013039776,0.0001831308326557095,True,6.601123595523914e-05,0.03247735478558312,0.032409204178003775
operator_only,case_006,One central cluster,0.712,0.000126296,0.00017738202247191012,0.707889,0.00012259248,0.00017318037149892143,True,-0.0057738764044943484,-0.029324127446633392,-0.023687016950401783
full_mismatch,case_006,One central cluster,0.712,0.000126296,0.00017738202247191012,0.711739,0.00012923856,0.00018158139430324882,True,-0.00036657303370780296,0.02329891683030351,0.023674168175659996
inverse_crime,case_006,Many clusters,0.712,0.000126296,0.00017738202247191012,0.712124,0.00012627984,0.00017732844279928778,True,0.00017415730337080477,-0.00012795337936270402,-0.00030205807711335337
grid_only,case_006,Many clusters,0.712,0.000126296,0.00017738202247191012,0.7120470000000001,0.00013030944,0.00018300679589970884,True,6.601123595523914e-05,0.03177804522708563,0.031709940778747454
operator_only,case_006,Many clusters,0.712,0.000126296,0.00017738202247191012,0.707042,0.00012357504,0.0001747775096811788,True,-0.0069634831460674415,-0.021544308608348536,-0.014683070778177392
full_mismatch,case_006,Many clusters,0.712,0.000126296,0.00017738202247191012,0.711662,0.00012956976,0.00018206643041219006,True,-0.00047471910112352456,0.025921327674669082,0.026408583434782727
inverse_crime,case_006,Clusters + singles,0.712,0.000126296,0.00017738202247191012,0.7118930000000001,0.00012631296,0.00017743250741333316,True,-0.00015028089887620394,0.00013428770507374597,0.0002846113756033687
grid_only,case_006,Clusters + singles,0.712,0.000126296,0.00017738202247191012,0.7118160000000001,0.0001303536,0.00018312822414781347,True,-0.0002584269662919255,0.03212770000633438,0.03239449858462013
operator_only,case_006,Clusters + singles,0.712,0.000126296,0.00017738202247191012,0.7079660000000001,0.00012355296,0.00017451821132653263,True,-0.005665730337078471,-0.02171913599797291,-0.016144878187027062
full_mismatch,case_006,Clusters + singles,0.712,0.000126296,0.00017738202247191012,0.711354,0.00012984576,0.00018253325348560628,True,-0.0009073033707864107,0.02810667004497362,0.02904032179761565
inverse_crime,case_007,Random spaced,0.809,0.000106114,0.00013116687268232384,0.8089900000000001,0.0001060656,0.0001311086663617597,True,-1.2360939431340531e-05,-0.00045611323670767014,-0.0004437577825394368
grid_only,case_007,Random spaced,0.809,0.000106114,0.00013116687268232384,0.8091440000000001,0.00011022768000000001,0.00013622751945265612,True,0.0001779975278121545,0.03876660949544842,0.038581744512494305
operator_only,case_007,Random spaced,0.809,0.000106114,0.00013116687268232384,0.8023680000000001,0.00010221264000000001,0.00012738872936109117,True,-0.008197775030902313,-0.036765742503345335,-0.028804096979448773
full_mismatch,case_007,Random spaced,0.809,0.000106114,0.00013116687268232384,0.8081430000000001,0.00010903536,0.00013492087415222306,True,-0.0010593325092707003,0.02753039184273523,0.028620042493436065
inverse_crime,case_007,One central cluster,0.809,0.000106114,0.00013116687268232384,0.8090670000000001,0.00010605456,0.00013108254322571553,True,8.281829419040699e-05,-0.0005601522890476047,-0.0006429173379207576
grid_only,case_007,One central cluster,0.809,0.000106114,0.00013116687268232384,0.8092210000000001,0.00011004,0.00013598263020855858,True,0.000273176761433902,0.0369979456056694,0.03671473923067561
operator_only,case_007,One central cluster,0.809,0.000106114,0.00013116687268232384,0.8023680000000001,0.00010134048,0.000126301746829385,True,-0.008197775030902313,-0.04498482763820042,-0.037091117242093546
full_mismatch,case_007,One central cluster,0.809,0.000106114,0.00013116687268232384,0.808297,0.00010935552000000001,0.00013529126051439015,True,-0.0008689740420272054,0.03054752436059346,0.03144382226795377
inverse_crime,case_007,Many clusters,0.809,0.000106114,0.00013116687268232384,0.8089130000000001,0.00010622016000000001,0.00013131221775394882,True,-0.00010754017305308804,0.0010004334960515412,0.001108092833599801
grid_only,case_007,Many clusters,0.809,0.000106114,0.00013116687268232384,0.8089900000000001,0.00011005104,0.00013603510550192212,True,-1.2360939431340531e-05,0.03710198465800934,0.03711480437128949
operator_only,case_007,Many clusters,0.809,0.000106114,0.00013116687268232384,0.8024450000000001,0.00010371408000000001,0.00012924758706204164,True,-0.008102595797280565,-0.02261643138511398,-0.014632395977988712
full_mismatch,case_007,Many clusters,0.809,0.000106114,0.00013116687268232384,0.808374,0.00010958736,0.00013556517156662634,True,-0.0007737948084054579,0.03273234445973209,0.03353208622237145
inverse_crime,case_007,Clusters + singles,0.809,0.000106114,0.00013116687268232384,0.8090670000000001,0.000106176,0.0001312326420432424,True,8.281829419040699e-05,0.0005842772866916752,0.0005014174659621743
grid_only,case_007,Clusters + singles,0.809,0.000106114,0.00013116687268232384,0.8092980000000001,0.0001099848,0.00013590148499069562,True,0.0003683559950556495,0.03647775034396973,0.036096098134768016
operator_only,case_007,Clusters + singles,0.809,0.000106114,0.00013116687268232384,0.8035230000000001,0.0001027536,0.00012787885349890417,True,-0.006770086526575962,-0.031667828938688546,-0.025067451225912776
full_mismatch,case_007,Clusters + singles,0.809,0.000106114,0.00013116687268232384,0.808605,0.00010938864,0.0001352806871092808,True,-0.0004882571075402153,0.030859641517613137,0.03136321193629657
inverse_crime,case_008,Random spaced,0.953,0.000142365,0.00014938614900314798,0.95298,0.00014223264,0.0001492503935024869,True,-2.0986358866641114e-05,-0.000929722895374681,-0.0009087556079794631
grid_only,case_008,Random spaced,0.953,0.000142365,0.00014938614900314798,0.95298,0.00014632848000000002,0.00015354832210539573,True,-2.0986358866641114e-05,0.027840269729217215,0.027861840806673734
operator_only,case_008,Random spaced,0.953,0.000142365,0.00014938614900314798,0.9439710000000001,0.00013862256,0.0001468504434987939,True,-0.009474291710388083,-0.026287640922979826,-0.016974167426329838
full_mismatch,case_008,Random spaced,0.953,0.000142365,0.00014938614900314798,0.952056,0.00014524656,0.0001525609417933399,True,-0.0009905561385099106,0.020240649035928773,0.021252256727797517
inverse_crime,case_008,One central cluster,0.953,0.000142365,0.00014938614900314798,0.95298,0.00014232096000000002,0.00014934307120821006,True,-2.0986358866641114e-05,-0.0003093456959223886,-0.0002883653887952454
grid_only,case_008,One central cluster,0.953,0.000142365,0.00014938614900314798,0.953057,0.00014632848000000002,0.00015353591652965144,True,5.9811122770288314e-05,0.027840269729217215,0.02777879712540157
operator_only,case_008,One central cluster,0.953,0.000142365,0.00014938614900314798,0.9438170000000001,0.00013963824,0.00014795054549769708,True,-0.009635886673661942,-0.01915330312928046,-0.00961001749513367
full_mismatch,case_008,One central cluster,0.953,0.000142365,0.00014938614900314798,0.952133,0.00014578752000000001,0.0001531167599484526,True,-0.0009097586568729813,0.024040459382572994,0.02497293738541989
inverse_crime,case_008,Many clusters,0.953,0.000142365,0.00014938614900314798,0.953057,0.000142332,0.00014934258916308259,True,5.9811122770288314e-05,-0.00023179854599097107,-0.0002915922283027308
grid_only,case_008,Many clusters,0.953,0.000142365,0.00014938614900314798,0.95298,0.00014627328,0.00015349039853931876,True,-2.0986358866641114e-05,0.027452533979559556,0.027474096919683576
operator_only,case_008,Many clusters,0.953,0.000142365,0.00014938614900314798,0.9455110000000001,0.00013622688000000001,0.00014407751998654695,True,-0.007858342077649377,-0.04311537245811819,-0.03553628667734889
full_mismatch,case_008,Many clusters,0.953,0.000142365,0.00014938614900314798,0.952056,0.00014590896,0.00015325669918576218,True,-0.0009905561385099106,0.02489347803181954,0.025909699181901003
inverse_crime,case_008,Clusters + singles,0.953,0.000142365,0.00014938614900314798,0.9532110000000001,0.00014223264,0.00014921422434277404,True,0.00022140608604426367,-0.000929722895374681,-0.00115087417087321
grid_only,case_008,Clusters + singles,0.953,0.000142365,0.00014938614900314798,0.95298,0.00014646096000000002,0.00015368733866398036,True,-2.0986358866641114e-05,0.028770835528395367,0.028792426135449425
operator_only,case_008,Clusters + singles,0.953,0.000142365,0.00014938614900314798,0.9444330000000001,0.00014032272,0.00014857879807249428,True,-0.008989506820566507,-0.01434537983352648,-0.00540445641072577
full_mismatch,case_008,Clusters + singles,0.953,0.000142365,0.00014938614900314798,0.95221,0.00014522448,0.00015251308009787758,True,-0.0008289611752360519,0.02008555473606575,0.020931867616881362
inverse_crime,case_009,Random spaced,0.659,0.000117963,0.00017900303490136569,0.6589940000000001,0.00011794464,0.00017897680403766952,True,-9.104704097041714e-06,-0.00015564202334627714,-0.00014653865344025
grid_only,case_009,Random spaced,0.659,0.000117963,0.00017900303490136569,0.6589940000000001,0.0001220184,0.0001851585902147819,True,-9.104704097041714e-06,0.034378576333257055,0.03438799412986521
