case_id,true_ic_name,recovered_ic_name,true_rhat,true_dhat,true_alpha,estimated_rhat,estimated_dhat,estimated_alpha,rhat_signed,dhat_signed,alpha_signed,loss
case_012,Clusters + singles,Many clusters,0.785,0.000148539,0.0001892216560509554,0.843794,7.782528e-05,9.22325591317312e-05,0.07489681528662422,-0.4760616403772746,-0.5125686929465729,2.546904401105624
case_013,Random spaced,Clusters + singles,0.761,0.000149902,0.00019698028909329827,0.28,0.000168,0.0006,-0.6320630749014454,0.12073221171165163,2.045990046830596,3.233740612027555
case_013,One central cluster,Clusters + singles,0.761,0.000149902,0.00019698028909329827,0.284158,0.000168,0.0005912203773956741,-0.6265992115637319,0.12073221171165163,2.001418975051087,1.0984280055643534
case_013,Many clusters,Clusters + singles,0.761,0.000149902,0.00019698028909329827,0.726523,0.000168,0.00023123837786277927,-0.04530486202365306,0.12073221171165163,0.17391632902546364,0.8140648110075239
case_013,Clusters + singles,Many clusters,0.761,0.000149902,0.00019698028909329827,0.819616,7.80792e-05,9.526314762034904e-05,0.07702496714848883,-0.47913169937692623,-0.5163823341977717,2.41618108755805
case_014,Random spaced,Clusters + singles,0.675,0.000116995,0.0001733259259259259,0.28,0.000168,0.0006,-0.5851851851851851,0.43595880165819045,2.461686396854567,3.459348816436249
case_014,One central cluster,Clusters + singles,0.675,0.000116995,0.0001733259259259259,0.28,0.000168,0.0006,-0.5851851851851851,0.43595880165819045,2.461686396854567,0.9479873712503691
case_014,Many clusters,Clusters + singles,0.675,0.000116995,0.0001733259259259259,0.63266,0.000168,0.00026554547466253595,-0.06272592592592599,0.43595880165819045,0.5320585956426496,0.6717428390322778
case_014,Clusters + singles,Many clusters,0.675,0.000116995,0.0001733259259259259,0.7353780000000001,6.705023999999999e-05,9.117792482233625e-05,0.08944888888888895,-0.4268965340399163,-0.4739510299151504,2.3481023666046545
case_015,Random spaced,Clusters + singles,0.64,0.000120253,0.0001878953125,0.28,0.000168,0.0006,-0.5625,0.39705454333779605,2.1932675276292484,3.22458251984625
case_015,One central cluster,Clusters + singles,0.64,0.000120253,0.0001878953125,0.28,0.000168,0.0006,-0.5625,0.39705454333779605,2.1932675276292484,0.8925832921106786
case_015,Many clusters,Clusters + singles,0.64,0.000120253,0.0001878953125,0.59801,0.000168,0.0002809317569940302,-0.06560937499999996,0.39705454333779605,0.49515042848144597,0.6259615946965924
case_015,Clusters + singles,Many clusters,0.64,0.000120253,0.0001878953125,0.6981870000000001,7.00752e-05,0.0001003673800858509,0.09091718750000015,-0.4172685920517576,-0.46583350723104966,2.1469884707272415
