mode,n_frames,ic_name,recovered_ic_name,ic_correct,case_id,true_rhat,true_dhat,true_tau,true_alpha,estimated_rhat,estimated_dhat,estimated_tau,estimated_alpha,estimated_dhat_over_rhat,estimated_length_scale_ratio,rhat_relative_error,dhat_relative_error,alpha_relative_error
single_snapshot,1,Random spaced,Random spaced,True,case_012,0.785,0.000148539,0.785,0.0001892216560509554,0.7855050000000001,0.00014848128,0.7855050000000001,0.00018902652433784632,0.00018902652433784632,0.013748691731864757,0.000643312101910941,0.0003885848161088951,0.0010312335130209487
single_snapshot,1,Random spaced,Random spaced,True,case_013,0.761,0.000149902,0.761,0.00019698028909329827,0.7638680000000001,0.0001493976,0.7638680000000001,0.0001955803882346164,0.0001955803882346164,0.013985005836059433,0.003768725361366745,0.003364865045162805,0.007106806803490915
single_snapshot,1,Random spaced,Random spaced,True,case_014,0.675,0.000116995,0.675,0.0001733259259259259,0.674317,0.00011784528000000001,0.674317,0.00017476243369216556,0.00017476243369216556,0.013219774343466138,0.0010118518518518358,0.007267661011154435,0.008287898988946224
single_snapshot,1,Random spaced,Random spaced,True,case_015,0.64,0.000120253,0.64,0.0001878953125,0.6400520000000001,0.0001204728,0.6400520000000001,0.00018822345684413138,0.00018822345684413138,0.013719455413540705,8.125000000008126e-05,0.0018278130275335672,0.0017464211308166008
single_snapshot,1,One central cluster,One central cluster,True,case_000,0.739,9.5759e-05,0.739,0.00012957916102841678,0.709352,9.31488e-05,0.709352,0.0001313153413256042,0.0001313153413256042,0.01145929061179636,0.040119079837618414,0.02725801230171581,0.013398607333216827
single_snapshot,1,One central cluster,One central cluster,True,case_001,0.852,9.968e-05,0.852,0.00011699530516431924,0.8499540000000001,9.632832e-05,0.8499540000000001,0.00011333356864018521,0.00011333356864018521,0.010645824000056793,0.002401408450704086,0.033624398073836236,0.031298149263264394
single_snapshot,1,One central cluster,One central cluster,True,case_002,0.554,8.8424e-05,0.554,0.0001596101083032491,0.5496540000000001,8.804831999999999e-05,0.5496540000000001,0.00016018862775491486,0.00016018862775491486,0.012656564611098655,0.007844765342960218,0.00424862028408595,0.003624579030838113
single_snapshot,1,One central cluster,One central cluster,True,case_003,0.446,9.7078e-05,0.446,0.00021766367713004482,0.4773510000000001,0.00010185936,0.4773510000000001,0.00021338461635148976,0.00021338461635148976,0.014607690315429396,0.07029372197309433,0.049252765817177996,0.019659048468608296
single_snapshot,1,One central cluster,One central cluster,True,case_004,0.919,0.000132925,0.919,0.00014464091403699672,0.9840110000000001,0.00013724256,0.9840110000000001,0.00013947258719668783,0.00013947258719668783,0.011809851277500824,0.07074102285092496,0.032481173594132065,0.03573212237159202
single_snapshot,1,One central cluster,One central cluster,True,case_005,0.593,0.000129431,0.593,0.0002182647554806071,0.6221110000000001,0.000168,0.6221110000000001,0.0002700482711284642,0.0002700482711284642,0.01643314550317328,0.049091062394603896,0.2979888898331929,0.2372509273603638
single_snapshot,1,One central cluster,One central cluster,True,case_006,0.712,0.000126296,0.712,0.00017738202247191012,0.6837880000000001,0.0001247232,0.6837880000000001,0.00018240039310429544,0.00018240039310429544,0.01350556896632998,0.039623595505617844,0.012453284347881219,0.02829131477052598
single_snapshot,1,One central cluster,One central cluster,True,case_007,0.809,0.000106114,0.809,0.00013116687268232384,0.822465,0.00010914576,0.822465,0.0001327056592073827,0.0001327056592073827,0.011519794234593893,0.01664400494437571,0.028570782366134577,0.01173151797851944
single_snapshot,1,One central cluster,One central cluster,True,case_008,0.953,0.000142365,0.953,0.00014938614900314798,0.9151730000000001,0.00015169392,0.9151730000000001,0.00016575436556804014,0.00016575436556804014,0.01287456273308108,0.039692549842602134,0.06552818459593299,0.10956984080597217
single_snapshot,1,One central cluster,One central cluster,True,case_009,0.659,0.000117963,0.659,0.00017900303490136569,0.6723920000000001,0.00011624448,0.6723920000000001,0.00017288200930409638,0.00017288200930409638,0.013148460339678422,0.020321699544764902,0.014568296838839256,0.03419509395827905
single_snapshot,1,One central cluster,One central cluster,True,case_010,0.881,0.000147448,0.881,0.00016736435868331442,0.8993110000000001,0.0001457544,0.8993110000000001,0.00016207340953240868,0.00016207340953240868,0.012730805533524132,0.020784335981838906,0.011486083229341871,0.03161335658637591
single_snapshot,1,One central cluster,One central cluster,True,case_011,0.996,0.000128428,0.996,0.00012894377510040163,0.986013,0.00012506544,0.986013,0.00012683954471188515,0.00012683954471188515,0.011262306367342576,0.010027108433734907,0.026182452424704978,0.016318976134195175
single_snapshot,1,One central cluster,One central cluster,True,case_012,0.785,0.000148539,0.785,0.0001892216560509554,0.719439,0.0001283112,0.719439,0.00017834896356744629,0.00017834896356744629,0.013354735623270357,0.08351719745222927,0.1361783773958354,0.057460085227143375
single_snapshot,1,One central cluster,One central cluster,True,case_013,0.761,0.000149902,0.761,0.00019698028909329827,0.664769,0.000168,0.664769,0.0002527193656743921,0.0002527193656743921,0.015897149608479884,0.12645335085413922,0.12073221171165163,0.28296778747590046
single_snapshot,1,One central cluster,One central cluster,True,case_014,0.675,0.000116995,0.675,0.0001733259259259259,0.6592250000000001,0.00011993183999999999,0.6592250000000001,0.00018192853729758426,0.00018192853729758426,0.013488088719221277,0.023370370370370343,0.025102269327748974,0.04963257127116017
single_snapshot,1,One central cluster,One central cluster,True,case_015,0.64,0.000120253,0.64,0.0001878953125,0.664769,0.000168,0.664769,0.0002527193656743921,0.0002527193656743921,0.015897149608479884,0.038701562500000064,0.39705454333779605,0.34500090668516353
single_snapshot,1,Many clusters,Many clusters,True,case_000,0.739,9.5759e-05,0.739,0.00012957916102841678,0.7351470000000001,9.487104e-05,0.7351470000000001,0.00012905043481099696,0.00012905043481099696,0.011360036743382346,0.005213802435723795,0.009272862080848864,0.004080333698902971
single_snapshot,1,Many clusters,Many clusters,True,case_001,0.852,9.968e-05,0.852,0.00011699530516431924,0.861504,9.075312e-05,0.861504,0.00010534265656340539,0.00010534265656340539,0.010263657075497281,0.011154929577464869,0.08955537720706257,0.09959928378790733
single_snapshot,1,Many clusters,Many clusters,True,case_002,0.554,8.8424e-05,0.554,0.0001596101083032491,0.554274,8.204256e-05,0.554274,0.00014801805605170004,0.00014801805605170004,0.012166267137117286,0.0004945848375451199,0.07216864199764779,0.07262730647062084
single_snapshot,1,Many clusters,Many clusters,True,case_003,0.446,9.7078e-05,0.446,0.00021766367713004482,0.4473210000000001,9.394368e-05,0.4473210000000001,0.00021001401677989628,0.00021001401677989628,0.014491860362972599,0.0029618834080719107,0.03228661488699804,0.0351444046660031
single_snapshot,1,Many clusters,Many clusters,True,case_004,0.919,0.000132925,0.919,0.00014464091403699672,0.931112,0.00015131856,0.931112,0.0001625138114426621,0.0001625138114426621,0.012748090501822698,0.013179542981501645,0.13837547489185628,0.12356737044052268
single_snapshot,1,Many clusters,Many clusters,True,case_005,0.593,0.000129431,0.593,0.0002182647554806071,0.606403,0.00013370976,0.606403,0.0002204965344828439,0.0002204965344828439,0.014849125714426554,0.022602023608769062,0.03305823179918258,0.01022510023353307
single_snapshot,1,Many clusters,Many clusters,True,case_006,0.712,0.000126296,0.712,0.00017738202247191012,0.699881,0.00014880144,0.699881,0.00021260962935127544,0.00021260962935127544,0.014581139507983436,0.017021067415730326,0.17819598403749926,0.19859739103461793
single_snapshot,1,Many clusters,Many clusters,True,case_007,0.809,0.000106114,0.809,0.00013116687268232384,0.8006740000000001,0.00010596624,0.8006740000000001,0.00013234629824372964,0.00013234629824372964,0.011504186118267107,0.010291718170580895,0.001392464707767081,0.008991794477423265
single_snapshot,1,Many clusters,Many clusters,True,case_008,0.953,0.000142365,0.953,0.00014938614900314798,0.9581390000000001,0.0001433808,0.9581390000000001,0.00014964509324847438,0.00014964509324847438,0.012232951125892491,0.005392444910808096,0.0071351806975028355,0.0017333885842451527
single_snapshot,1,Many clusters,Many clusters,True,case_009,0.659,0.000117963,0.659,0.00017900303490136569,0.657146,0.0001099848,0.657146,0.0001673673734603878,0.0001673673734603878,0.012937054280646263,0.002813353566009138,0.06763307138679076,0.06500259309787328
single_snapshot,1,Many clusters,Many clusters,True,case_010,0.881,0.000147448,0.881,0.00016736435868331442,0.8911490000000001,0.00016116624,0.8911490000000001,0.00018085218072398667,0.00018085218072398667,0.013448129264845229,0.01151986379114651,0.09303781672182743,0.08058957203781847
single_snapshot,1,Many clusters,Many clusters,True,case_011,0.996,0.000128428,0.996,0.00012894377510040163,0.997255,0.00013881024,0.997255,0.00013919232292643305,0.00013919232292643305,0.011797979612053627,0.0012600401606425763,0.08084093811318392,0.0794807490167821
single_snapshot,1,Many clusters,Many clusters,True,case_012,0.785,0.000148539,0.785,0.0001892216560509554,0.790664,0.0001513296,0.790664,0.00019139558649438953,0.00019139558649438953,0.013834579375405293,0.0072152866242038245,0.01878698523620064,0.01148880360104619
single_snapshot,1,Many clusters,Many clusters,True,case_013,0.761,0.000149902,0.761,0.00019698028909329827,0.75817,0.0001609896,0.75817,0.00021233971272933508,0.00021233971272933508,0.014571880891955406,0.0037187910643889607,0.07396565756294111,0.07797441920070457
single_snapshot,1,Many clusters,Many clusters,True,case_014,0.675,0.000116995,0.675,0.0001733259259259259,0.6878690000000001,0.0001158912,0.6878690000000001,0.0001684785911270896,0.0001684785911270896,0.012979930320579135,0.019065185185185213,0.00943459122184704,0.027966588223552438
single_snapshot,1,Many clusters,Many clusters,True,case_015,0.64,0.000120253,0.64,0.0001878953125,0.642054,0.00010917888,0.642054,0.00017004625779140073,0.00017004625779140073,0.013040178595073027,0.0032093750000000004,0.09209017654445215,0.0949946779997466
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_000,0.739,9.5759e-05,0.739,0.00012957916102841678,0.7308350000000001,9.639456e-05,0.7308350000000001,0.00013189647458044563,0.00013189647458044563,0.011484619043766565,0.01104871447902553,0.006637078499148853,0.017883381352659482
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_001,0.852,9.968e-05,0.852,0.00011699530516431924,0.858963,0.00010509408,0.858963,0.00012234994988142677,0.00012234994988142677,0.011061191160152091,0.008172535211267668,0.05431460674157309,0.04576803068795763
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_002,0.554,8.8424e-05,0.554,0.0001596101083032491,0.56182,8.714304e-05,0.56182,0.0001551084689046314,0.0001551084689046314,0.012454255052175196,0.014115523465703859,0.014486564733556508,0.02820397433767084
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_003,0.446,9.7078e-05,0.446,0.00021766367713004482,0.44839900000000005,9.821616e-05,0.44839900000000005,0.00021903741979799237,0.00021903741979799237,0.01479991283075655,0.005378923766816233,0.011724180555841688,0.006311308740441803
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_004,0.919,0.000132925,0.919,0.00014464091403699672,0.925722,0.00013242912,0.925722,0.0001430549560235146,0.0001430549560235146,0.01196055834915388,0.007314472252448319,0.003730524731991687,0.010964795293511905
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_005,0.593,0.000129431,0.593,0.0002182647554806071,0.602091,0.00012679872,0.602091,0.00021059726851921056,0.00021059726851921056,0.014511969835939246,0.015330522765598771,0.02033732258886967,0.03512929489927569
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_006,0.712,0.000126296,0.712,0.00017738202247191012,0.709352,0.00012760463999999998,0.709352,0.00017988902547677314,0.00017988902547677314,0.013412271451054558,0.003719101123595483,0.010361689998099588,0.014133354496282322
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_007,0.809,0.000106114,0.809,0.00013116687268232384,0.805602,0.00010434336,0.805602,0.00012952222064989907,0.00012952222064989907,0.011380782954168799,0.004200247218788642,0.016686205401737715,0.012538623501438447
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_008,0.953,0.000142365,0.953,0.00014938614900314798,0.9694580000000002,0.00013661328,0.9694580000000002,0.00014091717227564265,0.00014091717227564265,0.011870853898336153,0.017269674711437772,0.040401222210515335,0.0566918471626634
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_009,0.659,0.000117963,0.659,0.00017900303490136569,0.6707750000000001,0.00011540544000000001,0.6707750000000001,0.00017204791472550407,0.00017204791472550407,0.013116703653186042,0.017867981790591944,0.02168103557895256,0.03885476120387584
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_010,0.881,0.000147448,0.881,0.00016736435868331442,0.8707440000000001,0.00014381136,0.8707440000000001,0.00016515917422342273,0.00016515917422342273,0.01285142693335735,0.011641316685584486,0.02466388150398781,0.013175950227636742
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_011,0.996,0.000128428,0.996,0.00012894377510040163,1.0022600000000002,0.00012497712,1.0022600000000002,0.0001246953086025582,0.0001246953086025582,0.011166705360246512,0.006285140562249151,0.02687015292615325,0.03294820936129242
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_012,0.785,0.000148539,0.785,0.0001892216560509554,0.782733,0.0001465272,0.782733,0.00018719946648473998,0.00018719946648473998,0.013682085604349213,0.0028878980891719986,0.013543917758972436,0.010686882296764493
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_013,0.761,0.000149902,0.761,0.00019698028909329827,0.763098,0.0001537032,0.763098,0.00020142000110077602,0.00020142000110077602,0.014192251445798726,0.0027568988173456562,0.025357900494990152,0.022538864309285905
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_014,0.675,0.000116995,0.675,0.0001733259259259259,0.681478,0.00011636592,0.681478,0.0001707552114668412,0.0001707552114668412,0.013067333755087195,0.009597037037037012,0.005376981922304393,0.014831678788684863
single_snapshot,1,Clusters + singles,Clusters + singles,True,case_015,0.64,0.000120253,0.64,0.0001878953125,0.6559140000000001,0.000110316,0.6559140000000001,0.00016818668301027268,0.00016818668301027268,0.012968680850814113,0.024865625000000148,0.08263411307825998,0.10489154427270403
multi_frame,3,Random spaced,Random spaced,True,case_000,0.739,9.5759e-05,0.739,0.00012957916102841678,0.74046,9.363456e-05,0.74046,0.00012645458228668666,0.00012645458228668666,0.011245202634309738,0.0019756427604871677,0.022185277624035327,0.024113281155176653
multi_frame,3,Random spaced,Random spaced,True,case_001,0.852,9.968e-05,0.852,0.00011699530516431924,0.8531110000000001,9.705696e-05,0.8531110000000001,0.00011376826696643226,0.00011376826696643226,0.010666220838067824,0.0013039906103287373,0.02631460674157298,0.027582629861554044
multi_frame,3,Random spaced,Random spaced,True,case_002,0.554,8.8424e-05,0.554,0.0001596101083032491,0.554659,8.953872e-05,0.554659,0.00016143021207624866,0.00016143021207624866,0.012705518961311602,0.0011895306859205147,0.012606532163213599,0.011403436739366635
multi_frame,3,Random spaced,Random spaced,True,case_003,0.446,9.7078e-05,0.446,0.00021766367713004482,0.445242,0.00010007088,0.445242,0.00022475615507970946,0.00022475615507970946,0.01499186963256116,0.0016995515695066837,0.030829642143431146,0.03258457287490918
multi_frame,3,Random spaced,Random spaced,True,case_004,0.919,0.000132925,0.919,0.00014464091403699672,0.9192540000000001,0.00013329024,0.9192540000000001,0.00014499827033659902,0.00014499827033659902,0.012041522758214553,0.000276387377584426,0.0027477148768103635,0.002470644644231812
multi_frame,3,Random spaced,Random spaced,True,case_005,0.593,0.000129431,0.593,0.0002182647554806071,0.5906180000000001,0.00012762671999999998,0.5906180000000001,0.00021609012932216756,0.00021609012932216756,0.014700004398712524,0.004016863406407899,0.01394009163183486,0.009963249236694855
multi_frame,3,Random spaced,Random spaced,True,case_006,0.712,0.000126296,0.712,0.00017738202247191012,0.711662,0.00012650064,0.711662,0.00017775382133653335,0.00017775382133653335,0.013332434936519786,0.00047471910112352456,0.0016203205168810113,0.0020960346456874285
multi_frame,3,Random spaced,Random spaced,True,case_007,0.809,0.000106114,0.809,0.00013116687268232384,0.8093750000000001,0.00010492848,0.8093750000000001,0.00012964136525096524,0.00012964136525096524,0.011386016215119546,0.000463535228677397,0.011172135627721055,0.011630279811986182
multi_frame,3,Random spaced,Random spaced,True,case_008,0.953,0.000142365,0.953,0.00014938614900314798,0.9555210000000001,0.00013875504,0.9555210000000001,0.0001452140141346972,0.0001452140141346972,0.012050477755454229,0.0026453305351522628,0.025357075123801483,0.02792852547770588
multi_frame,3,Random spaced,Random spaced,True,case_009,0.659,0.000117963,0.659,0.00017900303490136569,0.657454,0.00011491968,0.657454,0.00017479501227462302,0.00017479501227462302,0.01322100647736862,0.0023459787556905118,0.025798936954807863,0.023508107720415877
multi_frame,3,Random spaced,Random spaced,True,case_010,0.881,0.000147448,0.881,0.00016736435868331442,0.8825250000000001,0.00014683632,0.8825250000000001,0.0001663820514999575,0.0001663820514999575,0.012898916679316814,0.0017309875141885466,0.004148445553686665,0.005869273428852493
multi_frame,3,Random spaced,Random spaced,True,case_011,0.996,0.000128428,0.996,0.00012894377510040163,0.9951760000000001,0.0001291392,0.9951760000000001,0.00012976518726335844,0.00012976518726335844,0.011391452377258944,0.0008273092369477268,0.00553773320459703,0.006370312660050641
multi_frame,3,Random spaced,Random spaced,True,case_012,0.785,0.000148539,0.785,0.0001892216560509554,0.7848890000000001,0.0001496184,0.7848890000000001,0.00019062364232394643,0.00019062364232394643,0.013806652104110773,0.00014140127388531494,0.007266778421828578,0.007409227369902597
multi_frame,3,Random spaced,Random spaced,True,case_013,0.761,0.000149902,0.761,0.00019698028909329827,0.761866,0.00014848128,0.761866,0.0001948915951099012,0.0001948915951099012,0.013960357986452253,0.001137976346912002,0.009477658737041487,0.010603568473837323
multi_frame,3,Random spaced,Random spaced,True,case_014,0.675,0.000116995,0.675,0.0001733259259259259,0.6755490000000001,0.00011668607999999999,0.6755490000000001,0.00017272778140445767,0.00017272778140445767,0.013142594165706315,0.0008133333333333654,0.002640454720287259,0.003450981255532789
multi_frame,3,Random spaced,Random spaced,True,case_015,0.64,0.000120253,0.64,0.0001878953125,0.638204,0.00012211776,0.638204,0.0001913459646131958,0.0001913459646131958,0.013832785858719703,0.002806250000000031,0.015506972799015466,0.018364758903689
multi_frame,3,One central cluster,One central cluster,True,case_000,0.739,9.5759e-05,0.739,0.00012957916102841678,0.7299880000000001,9.405408e-05,0.7299880000000001,0.00012884332345189234,0.00012884332345189234,0.011350917295615026,0.012194857916102718,0.017804279493311394,0.005678672177566188
multi_frame,3,One central cluster,One central cluster,True,case_001,0.852,9.968e-05,0.852,0.00011699530516431924,0.854728,9.619584e-05,0.854728,0.0001125455583530667,0.0001125455583530667,0.010608749141772875,0.0032018779342723753,0.03495345104333862,0.038033550192487595
multi_frame,3,One central cluster,One central cluster,True,case_002,0.554,8.8424e-05,0.554,0.0001596101083032491,0.5506550000000001,9.508079999999999e-05,0.5506550000000001,0.0001726685492731383,0.0001726685492731383,0.01314034053109501,0.006037906137183991,0.07528272867094891,0.08181462382745197
multi_frame,3,One central cluster,One central cluster,True,case_003,0.446,9.7078e-05,0.446,0.00021766367713004482,0.45740800000000004,9.961824e-05,0.45740800000000004,0.00021778858262207917,0.00021778858262207917,0.014757661827744907,0.025578475336322935,0.026166999732174158,0.0005738462828583407
multi_frame,3,One central cluster,One central cluster,True,case_004,0.919,0.000132925,0.919,0.00014464091403699672,0.9622970000000001,0.00013691136,0.9622970000000001,0.00014227557604357073,0.00014227557604357073,0.011927932597209406,0.04711316648531015,0.029989542975362125,0.016353173714188367
multi_frame,3,One central cluster,One central cluster,True,case_005,0.593,0.000129431,0.593,0.0002182647554806071,0.5964700000000001,0.00013520016000000002,0.5964700000000001,0.00022666715844887422,0.00022666715844887422,0.015055469386534391,0.005851602023608911,0.044573247521845744,0.038496380003108996
multi_frame,3,One central cluster,One central cluster,True,case_006,0.712,0.000126296,0.712,0.00017738202247191012,0.693798,0.00012308928,0.693798,0.00017741371407816107,0.00017741371407816107,0.013319673947892309,0.025564606741572952,0.025390511180084927,0.00017866301110624667
multi_frame,3,One central cluster,One central cluster,True,case_007,0.809,0.000106114,0.809,0.00013116687268232384,0.819385,0.00010713648,0.819385,0.00013075230813353918,0.00013075230813353918,0.011434697553216664,0.012836835599505533,0.009635674840266235,0.0031605888004107843
multi_frame,3,One central cluster,One central cluster,True,case_008,0.953,0.000142365,0.953,0.00014938614900314798,0.9509010000000001,0.0001339968,0.9509010000000001,0.00014091561582120534,0.00014091561582120534,0.011870788340342242,0.002202518363063852,0.05877989674428414,0.056702266163673194
multi_frame,3,One central cluster,One central cluster,True,case_009,0.659,0.000117963,0.659,0.00017900303490136569,0.663845,0.0001207488,0.663845,0.00018189306238655109,0.00018189306238655109,0.013486773609227341,0.007352048558421833,0.02361587955545391,0.016145131208405848
multi_frame,3,One central cluster,One central cluster,True,case_010,0.881,0.000147448,0.881,0.00016736435868331442,0.909321,0.000147024,0.909321,0.0001616854774056686,0.0001616854774056686,0.012715560444025603,0.03214642451759369,0.0028755900385221103,0.03393124630789132
multi_frame,3,One central cluster,One central cluster,True,case_011,0.996,0.000128428,0.996,0.00012894377510040163,0.9770810000000001,0.000126048,0.9770810000000001,0.00012900465775099503,0.00012900465775099503,0.011358021735803952,0.018994979919678624,0.018531784346092865,0.00047216432546660176
multi_frame,3,One central cluster,One central cluster,True,case_012,0.785,0.000148539,0.785,0.0001892216560509554,0.7929740000000001,0.00015362592,0.7929740000000001,0.00019373386769301387,0.00019373386769301387,0.013918831405438242,0.010157961783439537,0.03424635954193845,0.02384616928224848
multi_frame,3,One central cluster,One central cluster,True,case_013,0.761,0.000149902,0.761,0.00019698028909329827,0.758093,0.00015778800000000001,0.758093,0.00020813805166384602,0.00020813805166384602,0.014426990388291178,0.003819973718791055,0.05260770369975068,0.0566440562246457
multi_frame,3,One central cluster,One central cluster,True,case_014,0.675,0.000116995,0.675,0.0001733259259259259,0.6669250000000001,0.00012106896000000001,0.6669250000000001,0.00018153309592532893,0.00018153309592532893,0.013473421834312504,0.011962962962962878,0.034821659045258455,0.0473510812393439
multi_frame,3,One central cluster,One central cluster,True,case_015,0.64,0.000120253,0.64,0.0001878953125,0.624113,0.00011718288,0.624113,0.00018775907568020534,0.00018775907568020534,0.013702520778316862,0.024823437499999976,0.025530506515430006,0.0007250676878628903
multi_frame,3,Many clusters,Many clusters,True,case_000,0.739,9.5759e-05,0.739,0.00012957916102841678,0.7397670000000001,9.499248e-05,0.7397670000000001,0.00012840864758768638,0.00012840864758768638,0.011331753950191752,0.0010378890392423183,0.008004678411428778,0.0090331919997052
multi_frame,3,Many clusters,Many clusters,True,case_001,0.852,9.968e-05,0.852,0.00011699530516431924,0.8541890000000001,9.775248e-05,0.8541890000000001,0.00011443893564538995,0.00011443893564538995,0.010697613549076727,0.002569248826291206,0.01933707865168532,0.021850188905776096
multi_frame,3,Many clusters,Many clusters,True,case_002,0.554,8.8424e-05,0.554,0.0001596101083032491,0.5630520000000001,8.03976e-05,0.5630520000000001,0.00014278894311715434,0.00014278894311715434,0.011949432752944984,0.016339350180505523,0.09077173618022265,0.10538909699964374
multi_frame,3,Many clusters,Many clusters,True,case_003,0.446,9.7078e-05,0.446,0.00021766367713004482,0.44963100000000006,9.246432e-05,0.44963100000000006,0.00020564489548096103,0.00020564489548096103,0.014340324106552161,0.00814125560538128,0.04752549496281339,0.055217213122348736
multi_frame,3,Many clusters,Many clusters,True,case_004,0.919,0.000132925,0.919,0.00014464091403699672,0.930265,0.00013575216,0.930265,0.0001459284827441643,0.0001459284827441643,0.012080086205990598,0.01225788900979322,0.021268835809667232,0.008901829165973367
multi_frame,3,Many clusters,Many clusters,True,case_005,0.593,0.000129431,0.593,0.0002182647554806071,0.5907720000000001,0.00013082832,0.5907720000000001,0.000221453149438362,0.000221453149438362,0.014881302007497934,0.0037571669477232663,0.01079586806870077,0.01460791940840026
multi_frame,3,Many clusters,Many clusters,True,case_006,0.712,0.000126296,0.712,0.00017738202247191012,0.702422,0.0001317888,0.702422,0.0001876205471924285,0.0001876205471924285,0.0136974649914657,0.013452247191011202,0.04349148033191874,0.057720193838356554
multi_frame,3,Many clusters,Many clusters,True,case_007,0.809,0.000106114,0.809,0.00013116687268232384,0.8078350000000001,0.00010686048,0.8078350000000001,0.00013228008194742736,0.00013228008194742736,0.011501307836390928,0.0014400494437576904,0.007034698531767744,0.008486969631422349
multi_frame,3,Many clusters,Many clusters,True,case_008,0.953,0.000142365,0.953,0.00014938614900314798,0.959756,0.0001380264,0.959756,0.00014381405273840433,0.00014381405273840433,0.011992249694632126,0.007089192025183731,0.030475187019281515,0.0372999525185312
