PDE,Initial condition,S1,S2,S3,S4,S5
R+Adv+SH,Random smooth,0.979733144471238,0.9816749788846552,0.9826924357683434,0.8676215881292006,0.9619805232079146
R+Adv+Sixth,Clusters + singles,0.9980179482484443,0.998238094930126,0.9993372562151259,0.9971358718608652,0.9886554286599696
R+Adv+Sixth,Many clusters,0.9950003836885472,0.9953416675533053,0.9967148183172094,0.9999410534195132,0.9849190332805562
R+Adv+Sixth,One central cluster,0.0,0.0,0.7825814051742305,0.9753972766027936,0.9751627347517913
R+Adv+Sixth,Random smooth,0.9960775409804041,0.9963938878690639,0.9977869911965421,0.9619613449000022,0.9941611871036262
R+Diff,Clusters + singles,0.9999896804258511,0.9999902025266635,0.9999902025266635,0.9286402407205033,0.873942952547595
R+Diff,Many clusters,0.9998860437266484,0.999888526495578,0.999888526495578,0.9994771852072417,0.8733972022596499
R+Diff,One central cluster,-1.4410339588266652e-10,-1.1040839353881893e-09,0.10489408909721687,0.842841438562671,0.9161004512440276
R+Diff,Random smooth,0.9999812184724306,0.9999824249465352,0.9999824249465352,0.8882882825923409,0.99489885849956
R+Diff+Adv,Clusters + singles,0.9948997331821503,0.9950538437483468,0.9950538437483468,0.9414969831893089,0.944919486162683
R+Diff+Adv,Many clusters,0.9935246306976735,0.9937424058837184,0.9937424058837184,0.9998827132900011,0.9504912618435266
R+Diff+Adv,One central cluster,-3.9968028886505635e-14,-1.893596390800667e-11,0.1350785753199757,0.8420947812131013,0.923328303886433
R+Diff+Adv,Random smooth,0.9942189489120091,0.9944244770730534,0.9944244770730534,0.8721917984881203,0.9880931597491318
R+Diff+Adv+Hyper,Clusters + singles,0.9986262276820218,0.9987393696147134,0.9987393696147134,0.9863657853409338,0.9828130487698387
R+Diff+Adv+Hyper,Many clusters,0.9971198017596141,0.9972706933981565,0.9972706933981565,0.9999404091910927,0.9825871533763428
R+Diff+Adv+Hyper,One central cluster,-9.132694600566538e-13,0.0,0.731650522616756,0.9776708872537215,0.9719209377947685
R+Diff+Adv+Hyper,Random smooth,0.997520150617106,0.9976944950868772,0.9976944950868772,0.9471525517955918,0.9889325485454954
R+Diff+Adv+Hyper+SH,Clusters + singles,0.9982638486843498,0.9984260500377101,0.9984260500377101,0.9837121122440746,0.9858626831118626
R+Diff+Adv+Hyper+SH,Many clusters,0.9958225170245631,0.9960720652683088,0.9960720652683088,0.9999379880419554,0.9813987065695651
R+Diff+Adv+Hyper+SH,One central cluster,0.3783504684382717,0.023571607508045322,0.02357160750804521,0.974865394136854,0.973005578331565
R+Diff+Adv+Hyper+SH,Random smooth,0.9967243585703905,0.9969646091631654,0.9969646091631653,0.945440046025147,0.9614211052991883
R+Diff+Adv+SH,Clusters + singles,0.9950547893490059,0.9954683531585453,0.9954683531585453,0.9713676254187709,0.9919774807994606
R+Diff+Adv+SH,Many clusters,0.9892905095991618,0.9898655566410728,0.9898655566410728,0.9999245907161107,0.9822732575448085
R+Diff+Adv+SH,One central cluster,0.4834862479838127,0.6566739776356305,0.6566739776356305,0.9740904656472383,0.9730116585984896
R+Diff+Adv+SH,Random smooth,0.9910242092916105,0.9916447939185741,0.9916447939185741,0.9076658485382324,0.9685584102908786
R+Diff+Disp,Clusters + singles,0.9931573771906433,0.9933910633786792,0.9933910633786792,0.9429471406762037,0.8814067432201047
R+Diff+Disp,Many clusters,0.9914905730453846,0.9917992103302737,0.9917992103302737,0.9999084450617803,0.881099875015822
R+Diff+Disp,One central cluster,-1.2540857241560843e-11,-5.084821452783217e-14,0.18235307271106038,0.8423553509788636,0.9162075500319871
R+Diff+Disp,Random smooth,0.9922027195882229,0.9925054508405005,0.9925054508405005,0.8690260167394369,0.989656918814668
R+Diff+FracDiff,Clusters + singles,0.9999936253622043,0.9999943767379831,0.9999943767379831,0.962763512351741,0.8597726226199173
R+Diff+FracDiff,Many clusters,0.9999375472774006,0.9999428511057761,0.9999428511057751,0.9986857813972038,0.8594589434792743
R+Diff+FracDiff,One central cluster,0.021538973262147376,-1.5925039065223245e-12,0.7698838771205221,0.7930063212668883,0.9135710448698701
R+Diff+FracDiff,Random smooth,0.9999819910021203,0.9999835472556277,0.9999835472556277,0.972808583705714,0.9785849157021475
R+Diff+Hyper,Clusters + singles,0.999981127214702,0.9999854133743139,0.9999854133743139,0.9932869470197228,0.97275740445038
R+Diff+Hyper,Many clusters,0.999785656855281,0.9997970988721891,0.9997970988721891,0.9998821803472221,0.9723976403260336
R+Diff+Hyper,One central cluster,0.008210737469107499,-9.85878045867139e-14,0.791600707638316,0.9785463628341678,0.970921075107593
R+Diff+Hyper,Random smooth,0.9999304076778647,0.999938294701217,0.999938294701217,0.9759752670534596,0.9988359273904011
R+Diff+Hyper+SH,Clusters + singles,0.9999595730392713,0.9999685898305937,0.9999685898305937,0.9851198285985145,0.9855434647557477
R+Diff+Hyper+SH,Many clusters,0.9993937295575319,0.9994218216048897,0.9994218216048897,0.9998299336644701,0.9855552363225146
R+Diff+Hyper+SH,One central cluster,0.07682413380783215,0.25017479529988607,0.2501747952998864,0.9742397122717236,0.972370846065702
R+Diff+Hyper+SH,Random smooth,0.9998357537465771,0.9998533671367015,0.9998533671367015,0.9528833477209991,0.9804517326065134
R+Diff+Loss,Clusters + singles,0.999989680425851,0.9999902025266634,0.9999902025266634,0.9286402407204671,0.8739429525475956
R+Diff+Loss,Many clusters,0.9998860564960754,0.9998885304700619,0.9998885304700619,0.9994771752174496,0.8733972022596492
R+Diff+Loss,One central cluster,-2.90922841372776e-12,-8.881784197001252e-16,0.2325504960496827,0.8422348517114285,0.9161004512440276
R+Diff+Loss,Random smooth,0.999981218471832,0.9999824249450445,0.9999824249450445,0.8882882825527731,0.9948988584995591
R+Diff+Nonlocal,Clusters + singles,0.9999950907920563,0.9999952069026463,0.9999952069026463,0.9180062089721541,0.8683137356419692
R+Diff+Nonlocal,Many clusters,0.9999545938010747,0.9999554724941077,0.9999554724941058,0.9985915962923078,0.8678983118559267
R+Diff+Nonlocal,One central cluster,0.3474585142515185,0.13146173740201195,0.035694570442993956,0.8311928907645448,0.9153867651847133
R+Diff+Nonlocal,Random smooth,0.9999887728279897,0.9999892900722881,0.9999892900722881,0.9195859758721128,0.9921264903108131
R+Diff+SH,Clusters + singles,0.9999785817817005,0.9999827375245006,0.9999827375245006,0.9854094682509343,0.9817988383743361
R+Diff+SH,Many clusters,0.9995958245836389,0.9996122219588791,0.9996122219588791,0.9998141509656883,0.9814614303910312
R+Diff+SH,One central cluster,0.61606122733707,0.6542865251680211,0.654286525168021,0.9755611549167934,0.971899597694694
R+Diff+SH,Random smooth,0.9998947438006045,0.9999049829872023,0.9999049829872023,0.9508861364519173,0.9887273993076213
R+Diff+Sixth,Clusters + singles,0.9999668627432572,0.9999756852214661,0.9999835186913791,0.9980354005593697,0.9859695848481115
R+Diff+Sixth,Many clusters,0.9996469996664307,0.9996676331743236,0.9997783744301035,0.9999136418501012,0.9858820536484879
R+Diff+Sixth,One central cluster,0.0006679651282978094,-2.220446049250313e-16,0.8141232552838009,0.9787238036392645,0.9752087246387646
R+Diff+Sixth,Random smooth,0.9998833595113248,0.9998968873674126,0.9999267951262724,0.9830294151188755,0.9990388387899236
R+Disp,Clusters + singles,,,0.0,0.0,
R+Disp,Many clusters,,,0.0,0.0,
R+Disp,One central cluster,,,0.0,0.0,
R+Disp,Random smooth,,,0.0,0.0,
R+Disp+Loss,Clusters + singles,,,0.0,0.0,
R+Disp+Loss,Many clusters,,,0.0,0.0,
R+Disp+Loss,One central cluster,,,0.0,0.0,
R+Disp+Loss,Random smooth,,,0.0,0.0,
R+Disp+Nonlocal,Clusters + singles,0.9294339634815446,0.9335785121780414,0.9335785121631185,0.9938129130381743,0.9868235598403431
R+Disp+Nonlocal,Many clusters,0.9241079904949661,0.9282831233539172,0.9282831233463322,0.9999236890512633,0.9868002497380104
R+Disp+Nonlocal,One central cluster,0.037171659244747746,0.004279486489474182,0.2900079315093117,0.9761726656973564,0.9752306690179404
R+Disp+Nonlocal,Random smooth,0.9130373068824776,0.9176131517028333,0.917613151686868,0.9012813901745792,0.9893463897148425
R+Disp+Sixth,Clusters + singles,0.9972609170195722,0.9975770455136371,0.999072537834654,0.9973861593240735,0.9909263105583768
R+Disp+Sixth,Many clusters,0.9936887302464594,0.9941358537743191,0.9958668005740252,0.9999289960741758,0.9909917510457509
R+Disp+Sixth,One central cluster,0.0,-2.220446049250313e-16,0.7118044165278969,0.9754059901782867,0.9759702651193768
R+Disp+Sixth,Random smooth,0.9948337646704367,0.9952648127632214,0.9971102272602198,0.9608693494133873,0.9962617277104355
R+FracDiff,Clusters + singles,0.9999953465292145,0.9999955015456172,0.9999955015456172,0.9970716355823376,0.9758404385663122
R+FracDiff,Many clusters,0.9999440307304747,0.9999452921942007,0.9999452921942007,0.9998420756430566,0.9757428330956346
R+FracDiff,One central cluster,0.0,1.0159973973244973e-09,0.28397089880766246,0.9821910503929767,0.9730240153047451
R+FracDiff,Random smooth,0.999985437687099,0.9999863761839526,0.9999863761839526,0.9799289518776574,0.9973618765456337
R+FracDiff+Disp,Clusters + singles,0.9983179639414164,0.9984151137730163,0.9984151137730435,0.9981399684789113,0.9758256655442324
R+FracDiff+Disp,Many clusters,0.9975435725661221,0.997659622157812,0.9976596221578278,0.9999336090857748,0.9757642311858793
R+FracDiff+Disp,One central cluster,-2.220446049250313e-16,1.1102230246251565e-16,0.37113588381638096,0.9827346661876775,0.9730531538501387
R+FracDiff+Disp,Random smooth,0.9976998988021529,0.9978199201657031,0.9978199201657282,0.975584547263677,0.9982739708051311
R+FracDiff+Loss,Clusters + singles,0.9999953465292136,0.9999955015456163,0.9999955015456163,0.997071635582476,0.9758404385663121
R+FracDiff+Loss,Many clusters,0.9999440619495439,0.9999453184097685,0.9999453184097685,0.9998420568121065,0.9757428330956344
R+FracDiff+Loss,One central cluster,0.3409680903529769,-9.259260025373806e-14,0.46367665546965353,0.9821988428829028,0.9730240153047451
R+FracDiff+Loss,Random smooth,0.9999854377177751,0.9999863761995976,0.9999863761995976,0.9799289530098872,0.9973618765456359
R+FracDiff+Nonlocal,Clusters + singles,0.9999962119585566,0.9999963114263667,0.9999862422753364,0.9971880237252264,0.971785622519034
R+FracDiff+Nonlocal,Many clusters,0.99996976471537,0.9999705278984267,0.9999476847216214,0.9998195107994466,0.9716845755951742
R+FracDiff+Nonlocal,One central cluster,0.2901406468408092,-3.1086244689504383e-15,0.13436927624414174,0.984160930148023,0.9724152356979063
R+FracDiff+Nonlocal,Random smooth,0.9999901374956636,0.999990596456011,0.9999806247716836,0.983030990907973,0.9943302718251297
R+FracDiff+Sixth,Clusters + singles,0.9999748591777436,0.9999809341056194,0.9999809341056194,0.9984185228973184,0.975820313807146
R+FracDiff+Sixth,Many clusters,0.9998023371192208,0.9998142214942324,0.9998142214942324,0.9999004200046999,0.9757136911621358
R+FracDiff+Sixth,One central cluster,0.3693730575757844,0.0,0.6015275919308187,0.9831991255780557,0.9730237077963741
R+FracDiff+Sixth,Random smooth,0.9999303634586717,0.9999381181243828,0.9999381181243827,0.9889548688333082,0.9973362175553349
R+Hyper,Clusters + singles,0.9999747291120061,0.9999788089021742,0.9999865346409783,0.9865556403566949,0.9798446179765484
R+Hyper,Many clusters,0.9995861927532741,0.9996015337861985,0.9996926406852981,0.999816116884806,0.9794311905676308
R+Hyper,One central cluster,-1.865174681370263e-14,0.0,0.7864407421424208,0.9761821473969483,0.9716755227030479
R+Hyper,Random smooth,0.9999089729278445,0.9999181854473655,0.9999237825308075,0.9534697940106562,0.9920954243281589
R+Hyper+Disp,Clusters + singles,0.9967001825195747,0.9969506055592188,0.9980340847814281,0.9848386957198714,0.9769237569147229
R+Hyper+Disp,Many clusters,0.9943655781491413,0.9947078768206826,0.9957689563516141,0.9999376495350564,0.9763830324432494
R+Hyper+Disp,One central cluster,-2.220446049250313e-16,-2.220446049250313e-16,0.6977926388681563,0.9767262964675051,0.9716972825409644
R+Hyper+Disp,Random smooth,0.99520139412943,0.9955178485891724,0.9964382696574072,0.9442752413818151,0.9925582873701474
R+Hyper+FracDiff,Clusters + singles,0.9999845215481319,0.9999877029083911,0.9999877029083911,0.9934962223515498,0.960456567386325
R+Hyper+FracDiff,Many clusters,0.9998670890218371,0.9998753241484555,0.9998753241484555,0.9998966225277687,0.9602367688887415
R+Hyper+FracDiff,One central cluster,-3.8258285428582894e-13,0.01611813951789165,0.5430529903215291,0.9790155028049398,0.9686561808889032
R+Hyper+FracDiff,Random smooth,0.9999557520360266,0.999960518245099,0.999960518245099,0.981596662317078,0.9947824022453929
R+Hyper+Loss,Clusters + singles,0.9999747291120097,0.9999788089021753,0.9999865346409788,0.9865556403567066,0.9798446179765484
R+Hyper+Loss,Many clusters,0.9995862408545704,0.9996015668529189,0.9996926659767289,0.9998161042615952,0.9794311905676307
R+Hyper+Loss,One central cluster,-4.440892098500626e-16,-7.549516567451064e-15,0.8468053646203901,0.9762523043427352,0.9716755227030478
R+Hyper+Loss,Random smooth,0.9999089729190588,0.9999181854496892,0.9999237825328149,0.9534697937535203,0.9920954243281497
R+Hyper+Nonlocal,Clusters + singles,0.9999876228671654,0.9999897139531787,0.9990872718493652,0.9855686139390558,0.9736758285792704
R+Hyper+Nonlocal,Many clusters,0.9997826698642054,0.9997913193704784,0.9985058854335389,0.9998682399095432,0.9732925757596003
R+Hyper+Nonlocal,One central cluster,0.1700259426261681,0.03860716346084214,0.8221938611494659,0.976996292069375,0.9709013583969556
R+Hyper+Nonlocal,Random smooth,0.9999414004526593,0.9999467066055512,0.9989230572286968,0.9562805381703213,0.9970259332486875
R+Hyper+SH,Clusters + singles,0.9999354074984668,0.9999510677460671,0.9999510677460671,0.9872906922129917,0.9860944847113167
R+Hyper+SH,Many clusters,0.9992850868422959,0.9993233694051452,0.9993233694051452,0.9998568749945362,0.9880250619823574
R+Hyper+SH,One central cluster,0.6427702281632708,0.16121828672062333,0.1612182867206231,0.9737514047176572,0.9726901808132085
R+Hyper+SH,Random smooth,0.9997898640370001,0.9998147769793735,0.9998147769793735,0.9606629667923505,0.9739942285407757
R+Hyper+Sixth,Clusters + singles,0.9999359000948038,0.9999536439800896,0.9999646444037733,0.9983467960268019,0.9901318852502694
R+Hyper+Sixth,Many clusters,0.9995378544699957,0.9995702341428334,0.9996591629873988,0.9999130813785406,0.9901108629615615
R+Hyper+Sixth,One central cluster,-4.440892098500626e-16,1.1102230246251565e-16,0.5563959578780661,0.9770867340252386,0.9759068134890037
R+Hyper+Sixth,Random smooth,0.9998256756734374,0.999846997873957,0.9998785511418202,0.9852495619557691,0.9979797069767021
R+KSlin,Clusters + singles,0.9999753314009453,0.9999751560016114,0.9999751560016114,0.966371940984932,0.9831918871189278
R+KSlin,Many clusters,0.9992493710229605,0.9992649051475201,0.9992649051475201,0.999691034627195,0.9844052479515446
R+KSlin,One central cluster,0.7257246838238554,0.7166194080887922,0.8044493821879114,0.9735854682217641,0.9721555570347352
R+KSlin,Random smooth,0.9998593584480386,0.9998675491001405,0.9998675491001405,0.8910817048925874,0.9743108900323068
R+Loss,Clusters + singles,,,0.0,0.0,
R+Loss,Many clusters,,,0.0,0.0,
R+Loss,One central cluster,,,0.0,0.0,
R+Loss,Random smooth,,,0.0,0.0,
R+Loss+Nonlocal,Clusters + singles,0.9999870968310183,0.9999872700564402,0.9999872700564402,0.9897552394834708,0.9866778761671071
R+Loss+Nonlocal,Many clusters,0.999995341912828,0.9999953443029793,0.9999953443029793,0.9997549941471582,0.9866430464733705
R+Loss+Nonlocal,One central cluster,0.0011000772692645322,-4.440892098500626e-16,0.4522413997131013,0.9754106270966031,0.9751927072986226
R+Loss+Nonlocal,Random smooth,0.9999947959459387,0.999994752245172,0.999994752245172,0.9103659068586258,0.9947640300349763
R+Mixed,Clusters + singles,0.999991666900477,0.9999926824538433,0.9999926824538433,0.9876782690313133,0.9822434520383617
R+Mixed,Many clusters,0.999833552924283,0.9998389827879227,0.9998389827879227,0.9998063734244036,0.9823954306160728
R+Mixed,One central cluster,-4.440892098500626e-16,-9.547918011776346e-15,0.633468694006496,0.9772536476985907,0.9721658036559442
R+Mixed,Random smooth,0.999953942941535,0.9999579393791871,0.9999579393791871,0.9546333289432757,0.9924265014839533
R+Nonlocal,Clusters + singles,0.9999870968310182,0.9999872700564402,0.9999872700564402,0.9897552394834702,0.9866778761671072
R+Nonlocal,Many clusters,0.9999953418748919,0.9999953442664472,0.9999953442664472,0.9997549942502354,0.9866430464733709
R+Nonlocal,One central cluster,0.017937431267590842,-3.952393967665557e-14,0.46341270894477116,0.9754591154634327,0.9751927072986224
R+Nonlocal,Random smooth,0.999994795945936,0.9999947522451638,0.9999947522451638,0.910365906857509,0.994764030034976
R+SH,Clusters + singles,0.9999530769306849,0.9999533247929716,0.9999607671639886,0.954236597453913,0.9788005579835336
R+SH,Many clusters,0.9988455104844072,0.9988700882504025,0.9989647502027031,0.9996804281395174,0.9893966703638672
R+SH,One central cluster,0.8062376656588467,0.688185383522103,0.7904531286066626,0.9729511908542727,0.9727134968568396
R+SH,Random smooth,0.9997961410307667,0.9998095938514364,0.9998112299455905,0.8795936842754342,0.9551216733951596
R+SH+Disp,Clusters + singles,0.9838506786374148,0.9853235207624245,0.986693503710794,0.9515315383423338,0.9798855815482199
R+SH+Disp,Many clusters,0.9711377084533586,0.972760062720061,0.9734758939388989,0.9999130496465899,0.9863574878055763
R+SH+Disp,One central cluster,0.9247707278921475,0.8104947700793435,0.8243136085519838,0.9736314644164017,0.9727395278674664
R+SH+Disp,Random smooth,0.9732166341112259,0.9756909762571911,0.9771120261273989,0.864672197987629,0.9730562940149134
R+SH+FracDiff,Clusters + singles,0.9999860144821718,0.9999886581731205,0.9985030639186849,0.9880204577842637,0.9677257361609934
R+SH+FracDiff,Many clusters,0.9998200888163157,0.9998282034446621,0.9979351886182471,0.9998568796342767,0.9674036031752011
R+SH+FracDiff,One central cluster,0.6503196902076334,0.0764804563445014,0.7912287123091251,0.97739795979384,0.9694746801923186
R+SH+FracDiff,Random smooth,0.9999464558344814,0.999951640780192,0.9983039670219385,0.9664731654836961,0.9982082295897845
R+SH+Loss,Clusters + singles,0.9999530769306848,0.9999533247929716,0.9999607671639886,0.9542365974539125,0.9788005579835334
R+SH+Loss,Many clusters,0.9988455120860888,0.9988700887275559,0.9989647506387935,0.9996804280344538,0.9893966703638674
R+SH+Loss,One central cluster,0.9606075636024315,0.7746314912764204,0.8338914436117737,0.9729303278441249,0.9727134968568397
R+SH+Loss,Random smooth,0.9997961410312993,0.999809593851544,0.9998112299456944,0.8795936842787281,0.9551216733951527
R+SH+Nonlocal,Clusters + singles,0.9999796731512147,0.9999800060641787,0.9897706407390311,0.9574075796594901,0.981144236968323
R+SH+Nonlocal,Many clusters,0.9990879284860101,0.9991120454422371,0.9860405184455096,0.9997867412281142,0.9828715633115972
R+SH+Nonlocal,One central cluster,0.9383587031747804,0.6281278758207369,0.7827857810686019,0.9734708667356026,0.9718793389774112
R+SH+Nonlocal,Random smooth,0.9998078150651191,0.9998205933734032,0.9894045458913172,0.887665519681102,0.9777541254475417
R+SH+Sixth,Clusters + singles,0.9998775067499596,0.9999088408366262,0.9999526229089205,0.9962935862767326,0.9937384799347759
R+SH+Sixth,Many clusters,0.9987209657799,0.9987921480130502,0.9993389089751277,0.9998876901022125,0.9955156494645108
R+SH+Sixth,One central cluster,0.7368265125159665,0.40741598669604917,0.774559797196618,0.9728634252093835,0.9768831781349365
R+SH+Sixth,Random smooth,0.9996559831009584,0.9996989871015886,0.999772216354598,0.9726157059169154,0.9953934241399652
R+Sixth,Clusters + singles,0.9999549361708239,0.9999657233554213,0.99998389771086,0.9956740375048363,0.9906641428819278
R+Sixth,Many clusters,0.9991536354287168,0.9991905209199353,0.9995800356063874,0.9998818023962331,0.9907922012687345
R+Sixth,One central cluster,1.1102230246251565e-16,1.1102230246251565e-16,0.5852203657045453,0.974870010190577,0.9759283188928363
R+Sixth,Random smooth,0.9997999041428787,0.9998212071644645,0.9998702197391641,0.9667008526146363,0.9974644978363103
R+Sixth+Loss,Clusters + singles,0.9999549361708341,0.9999657233554249,0.999983897710861,0.9956740375047803,0.9906641428819278
R+Sixth+Loss,Many clusters,0.9991536096932033,0.999190525522934,0.9995800377389842,0.9998818058203007,0.9907922012687345
R+Sixth+Loss,One central cluster,-2.220446049250313e-16,0.0,0.3091736278502031,0.9748611995237808,0.9759283188928363
R+Sixth+Loss,Random smooth,0.9997999041498451,0.9998212071734327,0.9998702197444691,0.9667008526306945,0.9974644978363103
R+Sixth+Nonlocal,Clusters + singles,0.9999730630222438,0.9999798971541974,0.9976610974819705,0.9959934115906793,0.9865326041187462
R+Sixth+Nonlocal,Many clusters,0.999517104685947,0.9995401645041934,0.9963939167384425,0.999874193810541,0.9865880591479268
R+Sixth+Nonlocal,One central cluster,0.16098302813030663,0.015915009090108123,0.7986577375252673,0.9763710109814989,0.975192301988012
R+Sixth+Nonlocal,Random smooth,0.9998663728206,0.9998797544627419,0.9973209207727757,0.9716430814395163,0.9978612911401417
